# t(s)   x_grid(m)   x_solar(m)   bubble_x_grid(m)   bubble_x_solar(m)
8.147511503e-04  1.221188e+06  1.221188e+06  1.221188e+06  1.221188e+06
8.147824219e-04  1.221235e+06  1.221235e+06  1.221235e+06  1.221235e+06
8.148136935e-04  1.221282e+06  1.221282e+06  1.221282e+06  1.221282e+06
8.148449652e-04  1.221329e+06  1.221329e+06  1.221329e+06  1.221329e+06
8.148762368e-04  1.221376e+06  1.221376e+06  1.221376e+06  1.221376e+06
8.149075084e-04  1.221423e+06  1.221423e+06  1.221423e+06  1.221423e+06
8.149387801e-04  1.221469e+06  1.221469e+06  1.221469e+06  1.221469e+06
8.149700517e-04  1.221516e+06  1.221516e+06  1.221516e+06  1.221516e+06
8.150013233e-04  1.221563e+06  1.221563e+06  1.221563e+06  1.221563e+06
8.150325950e-04  1.221610e+06  1.221610e+06  1.221610e+06  1.221610e+06
8.150638666e-04  1.221657e+06  1.221657e+06  1.221657e+06  1.221657e+06
8.150951383e-04  1.221704e+06  1.221704e+06  1.221704e+06  1.221704e+06
8.151264099e-04  1.221751e+06  1.221751e+06  1.221751e+06  1.221751e+06
8.151576815e-04  1.221798e+06  1.221798e+06  1.221798e+06  1.221798e+06
8.151889532e-04  1.221844e+06  1.221844e+06  1.221844e+06  1.221844e+06
8.152202248e-04  1.221891e+06  1.221891e+06  1.221891e+06  1.221891e+06
8.152514964e-04  1.221938e+06  1.221938e+06  1.221938e+06  1.221938e+06
8.152827681e-04  1.221985e+06  1.221985e+06  1.221985e+06  1.221985e+06
8.153140397e-04  1.222032e+06  1.222032e+06  1.222032e+06  1.222032e+06
8.153453113e-04  1.222079e+06  1.222079e+06  1.222079e+06  1.222079e+06
8.153765830e-04  1.222126e+06  1.222126e+06  1.222126e+06  1.222126e+06
8.154078546e-04  1.222173e+06  1.222173e+06  1.222173e+06  1.222173e+06
8.154391262e-04  1.222219e+06  1.222219e+06  1.222219e+06  1.222219e+06
8.154703979e-04  1.222266e+06  1.222266e+06  1.222266e+06  1.222266e+06
8.155016695e-04  1.222313e+06  1.222313e+06  1.222313e+06  1.222313e+06
8.155329411e-04  1.222360e+06  1.222360e+06  1.222360e+06  1.222360e+06
8.155642128e-04  1.222407e+06  1.222407e+06  1.222407e+06  1.222407e+06
8.155954844e-04  1.222454e+06  1.222454e+06  1.222454e+06  1.222454e+06
8.156267560e-04  1.222501e+06  1.222501e+06  1.222501e+06  1.222501e+06
8.156580277e-04  1.222548e+06  1.222548e+06  1.222548e+06  1.222548e+06
8.156892993e-04  1.222594e+06  1.222594e+06  1.222594e+06  1.222594e+06
8.157205709e-04  1.222641e+06  1.222641e+06  1.222641e+06  1.222641e+06
8.157518426e-04  1.222688e+06  1.222688e+06  1.222688e+06  1.222688e+06
8.157831142e-04  1.222735e+06  1.222735e+06  1.222735e+06  1.222735e+06
8.158143858e-04  1.222782e+06  1.222782e+06  1.222782e+06  1.222782e+06
8.158456575e-04  1.222829e+06  1.222829e+06  1.222829e+06  1.222829e+06
8.158769291e-04  1.222876e+06  1.222876e+06  1.222876e+06  1.222876e+06
8.159082007e-04  1.222923e+06  1.222923e+06  1.222923e+06  1.222923e+06
8.159394724e-04  1.222969e+06  1.222969e+06  1.222969e+06  1.222969e+06
8.159707440e-04  1.223016e+06  1.223016e+06  1.223016e+06  1.223016e+06
8.160020156e-04  1.223063e+06  1.223063e+06  1.223063e+06  1.223063e+06
8.160332873e-04  1.223110e+06  1.223110e+06  1.223110e+06  1.223110e+06
8.160645589e-04  1.223157e+06  1.223157e+06  1.223157e+06  1.223157e+06
8.160958305e-04  1.223204e+06  1.223204e+06  1.223204e+06  1.223204e+06
8.161271022e-04  1.223251e+06  1.223251e+06  1.223251e+06  1.223251e+06
8.161583738e-04  1.223298e+06  1.223298e+06  1.223298e+06  1.223298e+06
8.161896454e-04  1.223344e+06  1.223344e+06  1.223344e+06  1.223344e+06
8.162209171e-04  1.223391e+06  1.223391e+06  1.223391e+06  1.223391e+06
8.162521887e-04  1.223438e+06  1.223438e+06  1.223438e+06  1.223438e+06
8.162834603e-04  1.223485e+06  1.223485e+06  1.223485e+06  1.223485e+06
8.163147320e-04  1.223532e+06  1.223532e+06  1.223532e+06  1.223532e+06
8.163460036e-04  1.223579e+06  1.223579e+06  1.223579e+06  1.223579e+06
8.163772752e-04  1.223626e+06  1.223626e+06  1.223626e+06  1.223626e+06
8.164085469e-04  1.223673e+06  1.223673e+06  1.223673e+06  1.223673e+06
8.164398185e-04  1.223719e+06  1.223719e+06  1.223719e+06  1.223719e+06
8.164710901e-04  1.223766e+06  1.223766e+06  1.223766e+06  1.223766e+06
8.165023618e-04  1.223813e+06  1.223813e+06  1.223813e+06  1.223813e+06
8.165336334e-04  1.223860e+06  1.223860e+06  1.223860e+06  1.223860e+06
8.165649050e-04  1.223907e+06  1.223907e+06  1.223907e+06  1.223907e+06
8.165961767e-04  1.223954e+06  1.223954e+06  1.223954e+06  1.223954e+06
8.166274483e-04  1.224001e+06  1.224001e+06  1.224001e+06  1.224001e+06
8.166587199e-04  1.224048e+06  1.224048e+06  1.224048e+06  1.224048e+06
8.166899916e-04  1.224094e+06  1.224094e+06  1.224094e+06  1.224094e+06
8.167212632e-04  1.224141e+06  1.224141e+06  1.224141e+06  1.224141e+06
8.167525348e-04  1.224188e+06  1.224188e+06  1.224188e+06  1.224188e+06
8.167838065e-04  1.224235e+06  1.224235e+06  1.224235e+06  1.224235e+06
8.168150781e-04  1.224282e+06  1.224282e+06  1.224282e+06  1.224282e+06
8.168463498e-04  1.224329e+06  1.224329e+06  1.224329e+06  1.224329e+06
8.168776214e-04  1.224376e+06  1.224376e+06  1.224376e+06  1.224376e+06
8.169088930e-04  1.224423e+06  1.224423e+06  1.224423e+06  1.224423e+06
8.169401647e-04  1.224469e+06  1.224469e+06  1.224469e+06  1.224469e+06
8.169714363e-04  1.224516e+06  1.224516e+06  1.224516e+06  1.224516e+06
8.170027079e-04  1.224563e+06  1.224563e+06  1.224563e+06  1.224563e+06
8.170339796e-04  1.224610e+06  1.224610e+06  1.224610e+06  1.224610e+06
8.170652512e-04  1.224657e+06  1.224657e+06  1.224657e+06  1.224657e+06
8.170965228e-04  1.224704e+06  1.224704e+06  1.224704e+06  1.224704e+06
8.171277945e-04  1.224751e+06  1.224751e+06  1.224751e+06  1.224751e+06
8.171590661e-04  1.224798e+06  1.224798e+06  1.224798e+06  1.224798e+06
8.171903377e-04  1.224844e+06  1.224844e+06  1.224844e+06  1.224844e+06
8.172216094e-04  1.224891e+06  1.224891e+06  1.224891e+06  1.224891e+06
8.172528810e-04  1.224938e+06  1.224938e+06  1.224938e+06  1.224938e+06
8.172841526e-04  1.224985e+06  1.224985e+06  1.224985e+06  1.224985e+06
8.173154243e-04  1.225032e+06  1.225032e+06  1.225032e+06  1.225032e+06
8.173466959e-04  1.225079e+06  1.225079e+06  1.225079e+06  1.225079e+06
8.173779675e-04  1.225126e+06  1.225126e+06  1.225126e+06  1.225126e+06
8.174092392e-04  1.225173e+06  1.225173e+06  1.225173e+06  1.225173e+06
8.174405108e-04  1.225219e+06  1.225219e+06  1.225219e+06  1.225219e+06
8.174717824e-04  1.225266e+06  1.225266e+06  1.225266e+06  1.225266e+06
8.175030541e-04  1.225313e+06  1.225313e+06  1.225313e+06  1.225313e+06
8.175343257e-04  1.225360e+06  1.225360e+06  1.225360e+06  1.225360e+06
8.175655973e-04  1.225407e+06  1.225407e+06  1.225407e+06  1.225407e+06
8.175968690e-04  1.225454e+06  1.225454e+06  1.225454e+06  1.225454e+06
8.176281406e-04  1.225501e+06  1.225501e+06  1.225501e+06  1.225501e+06
8.176594122e-04  1.225548e+06  1.225548e+06  1.225548e+06  1.225548e+06
8.176906839e-04  1.225594e+06  1.225594e+06  1.225594e+06  1.225594e+06
8.177219555e-04  1.225641e+06  1.225641e+06  1.225641e+06  1.225641e+06
8.177532271e-04  1.225688e+06  1.225688e+06  1.225688e+06  1.225688e+06
8.177844988e-04  1.225735e+06  1.225735e+06  1.225735e+06  1.225735e+06
8.178157704e-04  1.225782e+06  1.225782e+06  1.225782e+06  1.225782e+06
8.178470420e-04  1.225829e+06  1.225829e+06  1.225829e+06  1.225829e+06
8.178783137e-04  1.225876e+06  1.225876e+06  1.225876e+06  1.225876e+06
8.179095853e-04  1.225923e+06  1.225923e+06  1.225923e+06  1.225923e+06
8.179408569e-04  1.225969e+06  1.225969e+06  1.225969e+06  1.225969e+06
8.179721286e-04  1.226016e+06  1.226016e+06  1.226016e+06  1.226016e+06
8.180034002e-04  1.226063e+06  1.226063e+06  1.226063e+06  1.226063e+06
8.180346718e-04  1.226110e+06  1.226110e+06  1.226110e+06  1.226110e+06
8.180659435e-04  1.226157e+06  1.226157e+06  1.226157e+06  1.226157e+06
8.180972151e-04  1.226204e+06  1.226204e+06  1.226204e+06  1.226204e+06
8.181284867e-04  1.226251e+06  1.226251e+06  1.226251e+06  1.226251e+06
8.181597584e-04  1.226298e+06  1.226298e+06  1.226298e+06  1.226298e+06
8.181910300e-04  1.226344e+06  1.226344e+06  1.226344e+06  1.226344e+06
8.182223016e-04  1.226391e+06  1.226391e+06  1.226391e+06  1.226391e+06
8.182535733e-04  1.226438e+06  1.226438e+06  1.226438e+06  1.226438e+06
8.182848449e-04  1.226485e+06  1.226485e+06  1.226485e+06  1.226485e+06
8.183161165e-04  1.226532e+06  1.226532e+06  1.226532e+06  1.226532e+06
8.183473882e-04  1.226579e+06  1.226579e+06  1.226579e+06  1.226579e+06
8.183786598e-04  1.226626e+06  1.226626e+06  1.226626e+06  1.226626e+06
8.184099314e-04  1.226673e+06  1.226673e+06  1.226673e+06  1.226673e+06
8.184412031e-04  1.226719e+06  1.226719e+06  1.226719e+06  1.226719e+06
8.184724747e-04  1.226766e+06  1.226766e+06  1.226766e+06  1.226766e+06
8.185037463e-04  1.226813e+06  1.226813e+06  1.226813e+06  1.226813e+06
8.185350180e-04  1.226860e+06  1.226860e+06  1.226860e+06  1.226860e+06
8.185662896e-04  1.226907e+06  1.226907e+06  1.226907e+06  1.226907e+06
8.185975613e-04  1.226954e+06  1.226954e+06  1.226954e+06  1.226954e+06
8.186288329e-04  1.227001e+06  1.227001e+06  1.227001e+06  1.227001e+06
8.186601045e-04  1.227048e+06  1.227048e+06  1.227048e+06  1.227048e+06
8.186913762e-04  1.227094e+06  1.227094e+06  1.227094e+06  1.227094e+06
8.187226478e-04  1.227141e+06  1.227141e+06  1.227141e+06  1.227141e+06
8.187539194e-04  1.227188e+06  1.227188e+06  1.227188e+06  1.227188e+06
8.187851911e-04  1.227235e+06  1.227235e+06  1.227235e+06  1.227235e+06
8.188164627e-04  1.227282e+06  1.227282e+06  1.227282e+06  1.227282e+06
8.188477343e-04  1.227329e+06  1.227329e+06  1.227329e+06  1.227329e+06
8.188790060e-04  1.227376e+06  1.227376e+06  1.227376e+06  1.227376e+06
8.189102776e-04  1.227423e+06  1.227423e+06  1.227423e+06  1.227423e+06
8.189415492e-04  1.227469e+06  1.227469e+06  1.227469e+06  1.227469e+06
8.189728209e-04  1.227516e+06  1.227516e+06  1.227516e+06  1.227516e+06
8.190040925e-04  1.227563e+06  1.227563e+06  1.227563e+06  1.227563e+06
8.190353641e-04  1.227610e+06  1.227610e+06  1.227610e+06  1.227610e+06
8.190666358e-04  1.227657e+06  1.227657e+06  1.227657e+06  1.227657e+06
8.190979074e-04  1.227704e+06  1.227704e+06  1.227704e+06  1.227704e+06
8.191291790e-04  1.227751e+06  1.227751e+06  1.227751e+06  1.227751e+06
8.191604507e-04  1.227798e+06  1.227798e+06  1.227798e+06  1.227798e+06
8.191917223e-04  1.227844e+06  1.227844e+06  1.227844e+06  1.227844e+06
8.192229939e-04  1.227891e+06  1.227891e+06  1.227891e+06  1.227891e+06
8.192542656e-04  1.227938e+06  1.227938e+06  1.227938e+06  1.227938e+06
8.192855372e-04  1.227985e+06  1.227985e+06  1.227985e+06  1.227985e+06
8.193168088e-04  1.228032e+06  1.228032e+06  1.228032e+06  1.228032e+06
8.193480805e-04  1.228079e+06  1.228079e+06  1.228079e+06  1.228079e+06
8.193793521e-04  1.228126e+06  1.228126e+06  1.228126e+06  1.228126e+06
8.194106237e-04  1.228173e+06  1.228173e+06  1.228173e+06  1.228173e+06
8.194418954e-04  1.228219e+06  1.228219e+06  1.228219e+06  1.228219e+06
8.194731670e-04  1.228266e+06  1.228266e+06  1.228266e+06  1.228266e+06
8.195044386e-04  1.228313e+06  1.228313e+06  1.228313e+06  1.228313e+06
8.195357103e-04  1.228360e+06  1.228360e+06  1.228360e+06  1.228360e+06
8.195669819e-04  1.228407e+06  1.228407e+06  1.228407e+06  1.228407e+06
8.195982535e-04  1.228454e+06  1.228454e+06  1.228454e+06  1.228454e+06
8.196295252e-04  1.228501e+06  1.228501e+06  1.228501e+06  1.228501e+06
8.196607968e-04  1.228548e+06  1.228548e+06  1.228548e+06  1.228548e+06
8.196920684e-04  1.228594e+06  1.228594e+06  1.228594e+06  1.228594e+06
8.197233401e-04  1.228641e+06  1.228641e+06  1.228641e+06  1.228641e+06
8.197546117e-04  1.228688e+06  1.228688e+06  1.228688e+06  1.228688e+06
8.197858833e-04  1.228735e+06  1.228735e+06  1.228735e+06  1.228735e+06
8.198171550e-04  1.228782e+06  1.228782e+06  1.228782e+06  1.228782e+06
8.198484266e-04  1.228829e+06  1.228829e+06  1.228829e+06  1.228829e+06
8.198796982e-04  1.228876e+06  1.228876e+06  1.228876e+06  1.228876e+06
8.199109699e-04  1.228923e+06  1.228923e+06  1.228923e+06  1.228923e+06
8.199422415e-04  1.228969e+06  1.228969e+06  1.228969e+06  1.228969e+06
8.199735131e-04  1.229016e+06  1.229016e+06  1.229016e+06  1.229016e+06
8.200047848e-04  1.229063e+06  1.229063e+06  1.229063e+06  1.229063e+06
8.200360564e-04  1.229110e+06  1.229110e+06  1.229110e+06  1.229110e+06
8.200673280e-04  1.229157e+06  1.229157e+06  1.229157e+06  1.229157e+06
8.200985997e-04  1.229204e+06  1.229204e+06  1.229204e+06  1.229204e+06
8.201298713e-04  1.229251e+06  1.229251e+06  1.229251e+06  1.229251e+06
8.201611429e-04  1.229298e+06  1.229298e+06  1.229298e+06  1.229298e+06
8.201924146e-04  1.229344e+06  1.229344e+06  1.229344e+06  1.229344e+06
8.202236862e-04  1.229391e+06  1.229391e+06  1.229391e+06  1.229391e+06
8.202549578e-04  1.229438e+06  1.229438e+06  1.229438e+06  1.229438e+06
8.202862295e-04  1.229485e+06  1.229485e+06  1.229485e+06  1.229485e+06
8.203175011e-04  1.229532e+06  1.229532e+06  1.229532e+06  1.229532e+06
8.203487727e-04  1.229579e+06  1.229579e+06  1.229579e+06  1.229579e+06
8.203800444e-04  1.229626e+06  1.229626e+06  1.229626e+06  1.229626e+06
8.204113160e-04  1.229673e+06  1.229673e+06  1.229673e+06  1.229673e+06
8.204425877e-04  1.229719e+06  1.229719e+06  1.229719e+06  1.229719e+06
8.204738593e-04  1.229766e+06  1.229766e+06  1.229766e+06  1.229766e+06
8.205051309e-04  1.229813e+06  1.229813e+06  1.229813e+06  1.229813e+06
8.205364026e-04  1.229860e+06  1.229860e+06  1.229860e+06  1.229860e+06
8.205676742e-04  1.229907e+06  1.229907e+06  1.229907e+06  1.229907e+06
8.205989458e-04  1.229954e+06  1.229954e+06  1.229954e+06  1.229954e+06
8.206302175e-04  1.230001e+06  1.230001e+06  1.230001e+06  1.230001e+06
8.206614891e-04  1.230048e+06  1.230048e+06  1.230048e+06  1.230048e+06
8.206927607e-04  1.230094e+06  1.230094e+06  1.230094e+06  1.230094e+06
8.207240324e-04  1.230141e+06  1.230141e+06  1.230141e+06  1.230141e+06
8.207553040e-04  1.230188e+06  1.230188e+06  1.230188e+06  1.230188e+06
8.207865756e-04  1.230235e+06  1.230235e+06  1.230235e+06  1.230235e+06
8.208178473e-04  1.230282e+06  1.230282e+06  1.230282e+06  1.230282e+06
8.208491189e-04  1.230329e+06  1.230329e+06  1.230329e+06  1.230329e+06
8.208803905e-04  1.230376e+06  1.230376e+06  1.230376e+06  1.230376e+06
8.209116622e-04  1.230423e+06  1.230423e+06  1.230423e+06  1.230423e+06
8.209429338e-04  1.230469e+06  1.230469e+06  1.230469e+06  1.230469e+06
8.209742054e-04  1.230516e+06  1.230516e+06  1.230516e+06  1.230516e+06
8.210054771e-04  1.230563e+06  1.230563e+06  1.230563e+06  1.230563e+06
8.210367487e-04  1.230610e+06  1.230610e+06  1.230610e+06  1.230610e+06
8.210680203e-04  1.230657e+06  1.230657e+06  1.230657e+06  1.230657e+06
8.210992920e-04  1.230704e+06  1.230704e+06  1.230704e+06  1.230704e+06
8.211305636e-04  1.230751e+06  1.230751e+06  1.230751e+06  1.230751e+06
8.211618352e-04  1.230798e+06  1.230798e+06  1.230798e+06  1.230798e+06
8.211931069e-04  1.230844e+06  1.230844e+06  1.230844e+06  1.230844e+06
8.212243785e-04  1.230891e+06  1.230891e+06  1.230891e+06  1.230891e+06
8.212556501e-04  1.230938e+06  1.230938e+06  1.230938e+06  1.230938e+06
8.212869218e-04  1.230985e+06  1.230985e+06  1.230985e+06  1.230985e+06
8.213181934e-04  1.231032e+06  1.231032e+06  1.231032e+06  1.231032e+06
8.213494650e-04  1.231079e+06  1.231079e+06  1.231079e+06  1.231079e+06
8.213807367e-04  1.231126e+06  1.231126e+06  1.231126e+06  1.231126e+06
8.214120083e-04  1.231173e+06  1.231173e+06  1.231173e+06  1.231173e+06
8.214432799e-04  1.231219e+06  1.231219e+06  1.231219e+06  1.231219e+06
8.214745516e-04  1.231266e+06  1.231266e+06  1.231266e+06  1.231266e+06
8.215058232e-04  1.231313e+06  1.231313e+06  1.231313e+06  1.231313e+06
8.215370948e-04  1.231360e+06  1.231360e+06  1.231360e+06  1.231360e+06
8.215683665e-04  1.231407e+06  1.231407e+06  1.231407e+06  1.231407e+06
8.215996381e-04  1.231454e+06  1.231454e+06  1.231454e+06  1.231454e+06
8.216309097e-04  1.231501e+06  1.231501e+06  1.231501e+06  1.231501e+06
8.216621814e-04  1.231548e+06  1.231548e+06  1.231548e+06  1.231548e+06
8.216934530e-04  1.231594e+06  1.231594e+06  1.231594e+06  1.231594e+06
8.217247246e-04  1.231641e+06  1.231641e+06  1.231641e+06  1.231641e+06
8.217559963e-04  1.231688e+06  1.231688e+06  1.231688e+06  1.231688e+06
8.217872679e-04  1.231735e+06  1.231735e+06  1.231735e+06  1.231735e+06
8.218185395e-04  1.231782e+06  1.231782e+06  1.231782e+06  1.231782e+06
8.218498112e-04  1.231829e+06  1.231829e+06  1.231829e+06  1.231829e+06
8.218810828e-04  1.231876e+06  1.231876e+06  1.231876e+06  1.231876e+06
8.219123544e-04  1.231923e+06  1.231923e+06  1.231923e+06  1.231923e+06
8.219436261e-04  1.231969e+06  1.231969e+06  1.231969e+06  1.231969e+06
8.219748977e-04  1.232016e+06  1.232016e+06  1.232016e+06  1.232016e+06
8.220061693e-04  1.232063e+06  1.232063e+06  1.232063e+06  1.232063e+06
8.220374410e-04  1.232110e+06  1.232110e+06  1.232110e+06  1.232110e+06
8.220687126e-04  1.232157e+06  1.232157e+06  1.232157e+06  1.232157e+06
8.220999842e-04  1.232204e+06  1.232204e+06  1.232204e+06  1.232204e+06
8.221312559e-04  1.232251e+06  1.232251e+06  1.232251e+06  1.232251e+06
8.221625275e-04  1.232298e+06  1.232298e+06  1.232298e+06  1.232298e+06
8.221937992e-04  1.232344e+06  1.232344e+06  1.232344e+06  1.232344e+06
8.222250708e-04  1.232391e+06  1.232391e+06  1.232391e+06  1.232391e+06
8.222563424e-04  1.232438e+06  1.232438e+06  1.232438e+06  1.232438e+06
8.222876141e-04  1.232485e+06  1.232485e+06  1.232485e+06  1.232485e+06
8.223188857e-04  1.232532e+06  1.232532e+06  1.232532e+06  1.232532e+06
8.223501573e-04  1.232579e+06  1.232579e+06  1.232579e+06  1.232579e+06
8.223814290e-04  1.232626e+06  1.232626e+06  1.232626e+06  1.232626e+06
8.224127006e-04  1.232673e+06  1.232673e+06  1.232673e+06  1.232673e+06
8.224439722e-04  1.232719e+06  1.232719e+06  1.232719e+06  1.232719e+06
8.224752439e-04  1.232766e+06  1.232766e+06  1.232766e+06  1.232766e+06
8.225065155e-04  1.232813e+06  1.232813e+06  1.232813e+06  1.232813e+06
8.225377871e-04  1.232860e+06  1.232860e+06  1.232860e+06  1.232860e+06
8.225690588e-04  1.232907e+06  1.232907e+06  1.232907e+06  1.232907e+06
8.226003304e-04  1.232954e+06  1.232954e+06  1.232954e+06  1.232954e+06
8.226316020e-04  1.233001e+06  1.233001e+06  1.233001e+06  1.233001e+06
8.226628737e-04  1.233048e+06  1.233048e+06  1.233048e+06  1.233048e+06
8.226941453e-04  1.233094e+06  1.233094e+06  1.233094e+06  1.233094e+06
8.227254169e-04  1.233141e+06  1.233141e+06  1.233141e+06  1.233141e+06
8.227566886e-04  1.233188e+06  1.233188e+06  1.233188e+06  1.233188e+06
8.227879602e-04  1.233235e+06  1.233235e+06  1.233235e+06  1.233235e+06
8.228192318e-04  1.233282e+06  1.233282e+06  1.233282e+06  1.233282e+06
8.228505035e-04  1.233329e+06  1.233329e+06  1.233329e+06  1.233329e+06
8.228817751e-04  1.233376e+06  1.233376e+06  1.233376e+06  1.233376e+06
8.229130467e-04  1.233423e+06  1.233423e+06  1.233423e+06  1.233423e+06
8.229443184e-04  1.233469e+06  1.233469e+06  1.233469e+06  1.233469e+06
8.229755900e-04  1.233516e+06  1.233516e+06  1.233516e+06  1.233516e+06
8.230068616e-04  1.233563e+06  1.233563e+06  1.233563e+06  1.233563e+06
8.230381333e-04  1.233610e+06  1.233610e+06  1.233610e+06  1.233610e+06
8.230694049e-04  1.233657e+06  1.233657e+06  1.233657e+06  1.233657e+06
8.231006765e-04  1.233704e+06  1.233704e+06  1.233704e+06  1.233704e+06
8.231319482e-04  1.233751e+06  1.233751e+06  1.233751e+06  1.233751e+06
8.231632198e-04  1.233798e+06  1.233798e+06  1.233798e+06  1.233798e+06
8.231944914e-04  1.233844e+06  1.233844e+06  1.233844e+06  1.233844e+06
8.232257631e-04  1.233891e+06  1.233891e+06  1.233891e+06  1.233891e+06
8.232570347e-04  1.233938e+06  1.233938e+06  1.233938e+06  1.233938e+06
8.232883063e-04  1.233985e+06  1.233985e+06  1.233985e+06  1.233985e+06
8.233195780e-04  1.234032e+06  1.234032e+06  1.234032e+06  1.234032e+06
8.233508496e-04  1.234079e+06  1.234079e+06  1.234079e+06  1.234079e+06
8.233821212e-04  1.234126e+06  1.234126e+06  1.234126e+06  1.234126e+06
8.234133929e-04  1.234173e+06  1.234173e+06  1.234173e+06  1.234173e+06
8.234446645e-04  1.234219e+06  1.234219e+06  1.234219e+06  1.234219e+06
8.234759361e-04  1.234266e+06  1.234266e+06  1.234266e+06  1.234266e+06
8.235072078e-04  1.234313e+06  1.234313e+06  1.234313e+06  1.234313e+06
8.235384794e-04  1.234360e+06  1.234360e+06  1.234360e+06  1.234360e+06
8.235697510e-04  1.234407e+06  1.234407e+06  1.234407e+06  1.234407e+06
8.236010227e-04  1.234454e+06  1.234454e+06  1.234454e+06  1.234454e+06
8.236322943e-04  1.234501e+06  1.234501e+06  1.234501e+06  1.234501e+06
8.236635659e-04  1.234548e+06  1.234548e+06  1.234548e+06  1.234548e+06
8.236948376e-04  1.234594e+06  1.234594e+06  1.234594e+06  1.234594e+06
8.237261092e-04  1.234641e+06  1.234641e+06  1.234641e+06  1.234641e+06
8.237573808e-04  1.234688e+06  1.234688e+06  1.234688e+06  1.234688e+06
8.237886525e-04  1.234735e+06  1.234735e+06  1.234735e+06  1.234735e+06
8.238199241e-04  1.234782e+06  1.234782e+06  1.234782e+06  1.234782e+06
8.238511957e-04  1.234829e+06  1.234829e+06  1.234829e+06  1.234829e+06
8.238824674e-04  1.234876e+06  1.234876e+06  1.234876e+06  1.234876e+06
8.239137390e-04  1.234923e+06  1.234923e+06  1.234923e+06  1.234923e+06
8.239450107e-04  1.234969e+06  1.234969e+06  1.234969e+06  1.234969e+06
8.239762823e-04  1.235016e+06  1.235016e+06  1.235016e+06  1.235016e+06
8.240075539e-04  1.235063e+06  1.235063e+06  1.235063e+06  1.235063e+06
8.240388256e-04  1.235110e+06  1.235110e+06  1.235110e+06  1.235110e+06
8.240700972e-04  1.235157e+06  1.235157e+06  1.235157e+06  1.235157e+06
8.241013688e-04  1.235204e+06  1.235204e+06  1.235204e+06  1.235204e+06
8.241326405e-04  1.235251e+06  1.235251e+06  1.235251e+06  1.235251e+06
8.241639121e-04  1.235298e+06  1.235298e+06  1.235298e+06  1.235298e+06
8.241951837e-04  1.235344e+06  1.235344e+06  1.235344e+06  1.235344e+06
8.242264554e-04  1.235391e+06  1.235391e+06  1.235391e+06  1.235391e+06
8.242577270e-04  1.235438e+06  1.235438e+06  1.235438e+06  1.235438e+06
8.242889986e-04  1.235485e+06  1.235485e+06  1.235485e+06  1.235485e+06
8.243202703e-04  1.235532e+06  1.235532e+06  1.235532e+06  1.235532e+06
8.243515419e-04  1.235579e+06  1.235579e+06  1.235579e+06  1.235579e+06
8.243828135e-04  1.235626e+06  1.235626e+06  1.235626e+06  1.235626e+06
8.244140852e-04  1.235673e+06  1.235673e+06  1.235673e+06  1.235673e+06
8.244453568e-04  1.235719e+06  1.235719e+06  1.235719e+06  1.235719e+06
8.244766284e-04  1.235766e+06  1.235766e+06  1.235766e+06  1.235766e+06
8.245079001e-04  1.235813e+06  1.235813e+06  1.235813e+06  1.235813e+06
8.245391717e-04  1.235860e+06  1.235860e+06  1.235860e+06  1.235860e+06
8.245704433e-04  1.235907e+06  1.235907e+06  1.235907e+06  1.235907e+06
8.246017150e-04  1.235954e+06  1.235954e+06  1.235954e+06  1.235954e+06
8.246329866e-04  1.236001e+06  1.236001e+06  1.236001e+06  1.236001e+06
8.246642582e-04  1.236048e+06  1.236048e+06  1.236048e+06  1.236048e+06
8.246955299e-04  1.236094e+06  1.236094e+06  1.236094e+06  1.236094e+06
8.247268015e-04  1.236141e+06  1.236141e+06  1.236141e+06  1.236141e+06
8.247580731e-04  1.236188e+06  1.236188e+06  1.236188e+06  1.236188e+06
8.247893448e-04  1.236235e+06  1.236235e+06  1.236235e+06  1.236235e+06
8.248206164e-04  1.236282e+06  1.236282e+06  1.236282e+06  1.236282e+06
8.248518880e-04  1.236329e+06  1.236329e+06  1.236329e+06  1.236329e+06
8.248831597e-04  1.236376e+06  1.236376e+06  1.236376e+06  1.236376e+06
8.249144313e-04  1.236423e+06  1.236423e+06  1.236423e+06  1.236423e+06
8.249457029e-04  1.236469e+06  1.236469e+06  1.236469e+06  1.236469e+06
8.249769746e-04  1.236516e+06  1.236516e+06  1.236516e+06  1.236516e+06
8.250082462e-04  1.236563e+06  1.236563e+06  1.236563e+06  1.236563e+06
8.250395178e-04  1.236610e+06  1.236610e+06  1.236610e+06  1.236610e+06
8.250707895e-04  1.236657e+06  1.236657e+06  1.236657e+06  1.236657e+06
8.251020611e-04  1.236704e+06  1.236704e+06  1.236704e+06  1.236704e+06
8.251333327e-04  1.236751e+06  1.236751e+06  1.236751e+06  1.236751e+06
8.251646044e-04  1.236798e+06  1.236798e+06  1.236798e+06  1.236798e+06
8.251958760e-04  1.236844e+06  1.236844e+06  1.236844e+06  1.236844e+06
8.252271476e-04  1.236891e+06  1.236891e+06  1.236891e+06  1.236891e+06
8.252584193e-04  1.236938e+06  1.236938e+06  1.236938e+06  1.236938e+06
8.252896909e-04  1.236985e+06  1.236985e+06  1.236985e+06  1.236985e+06
8.253209625e-04  1.237032e+06  1.237032e+06  1.237032e+06  1.237032e+06
8.253522342e-04  1.237079e+06  1.237079e+06  1.237079e+06  1.237079e+06
