# t(s)   x_grid(m)   x_solar(m)   bubble_x_grid(m)   bubble_x_solar(m)
0.000000000e+00  -9.312500e+01  -9.312500e+01  -9.312500e+01  -9.312500e+01
3.127163392e-08  -4.625000e+01  -4.625000e+01  -4.625000e+01  -4.625000e+01
6.254326785e-08  6.250000e-01  6.250000e-01  6.250000e-01  6.250000e-01
9.381490177e-08  4.750000e+01  4.750000e+01  4.750000e+01  4.750000e+01
1.250865357e-07  9.437500e+01  9.437500e+01  9.437500e+01  9.437500e+01
1.563581696e-07  1.412500e+02  1.412500e+02  1.412500e+02  1.412500e+02
1.876298035e-07  1.881250e+02  1.881250e+02  1.881250e+02  1.881250e+02
2.189014375e-07  2.350000e+02  2.350000e+02  2.350000e+02  2.350000e+02
2.501730714e-07  2.818750e+02  2.818750e+02  2.818750e+02  2.818750e+02
2.814447053e-07  3.287500e+02  3.287500e+02  3.287500e+02  3.287500e+02
3.127163392e-07  3.756250e+02  3.756250e+02  3.756250e+02  3.756250e+02
3.439879732e-07  4.225000e+02  4.225000e+02  4.225000e+02  4.225000e+02
3.752596071e-07  4.693750e+02  4.693750e+02  4.693750e+02  4.693750e+02
4.065312410e-07  5.162500e+02  5.162500e+02  5.162500e+02  5.162500e+02
4.378028749e-07  5.631250e+02  5.631250e+02  5.631250e+02  5.631250e+02
4.690745089e-07  6.100000e+02  6.100000e+02  6.100000e+02  6.100000e+02
5.003461428e-07  6.568750e+02  6.568750e+02  6.568750e+02  6.568750e+02
5.316177767e-07  7.037500e+02  7.037500e+02  7.037500e+02  7.037500e+02
5.628894106e-07  7.506250e+02  7.506250e+02  7.506250e+02  7.506250e+02
5.941610446e-07  7.975000e+02  7.975000e+02  7.975000e+02  7.975000e+02
6.254326785e-07  8.443750e+02  8.443750e+02  8.443750e+02  8.443750e+02
6.567043124e-07  8.912500e+02  8.912500e+02  8.912500e+02  8.912500e+02
6.879759463e-07  9.381250e+02  9.381250e+02  9.381250e+02  9.381250e+02
7.192475803e-07  9.850000e+02  9.850000e+02  9.850000e+02  9.850000e+02
7.505192142e-07  1.031875e+03  1.031875e+03  1.031875e+03  1.031875e+03
7.817908481e-07  1.078750e+03  1.078750e+03  1.078750e+03  1.078750e+03
8.130624820e-07  1.125625e+03  1.125625e+03  1.125625e+03  1.125625e+03
8.443341160e-07  1.172500e+03  1.172500e+03  1.172500e+03  1.172500e+03
8.756057499e-07  1.219375e+03  1.219375e+03  1.219375e+03  1.219375e+03
9.068773838e-07  1.266250e+03  1.266250e+03  1.266250e+03  1.266250e+03
9.381490177e-07  1.313125e+03  1.313125e+03  1.313125e+03  1.313125e+03
9.694206517e-07  1.360000e+03  1.360000e+03  1.360000e+03  1.360000e+03
1.000692286e-06  1.406875e+03  1.406875e+03  1.406875e+03  1.406875e+03
1.031963920e-06  1.453750e+03  1.453750e+03  1.453750e+03  1.453750e+03
1.063235553e-06  1.500625e+03  1.500625e+03  1.500625e+03  1.500625e+03
1.094507187e-06  1.547500e+03  1.547500e+03  1.547500e+03  1.547500e+03
1.125778821e-06  1.594375e+03  1.594375e+03  1.594375e+03  1.594375e+03
1.157050455e-06  1.641250e+03  1.641250e+03  1.641250e+03  1.641250e+03
1.188322089e-06  1.688125e+03  1.688125e+03  1.688125e+03  1.688125e+03
1.219593723e-06  1.735000e+03  1.735000e+03  1.735000e+03  1.735000e+03
1.250865357e-06  1.781875e+03  1.781875e+03  1.781875e+03  1.781875e+03
1.282136991e-06  1.828750e+03  1.828750e+03  1.828750e+03  1.828750e+03
1.313408625e-06  1.875625e+03  1.875625e+03  1.875625e+03  1.875625e+03
1.344680259e-06  1.922500e+03  1.922500e+03  1.922500e+03  1.922500e+03
1.375951893e-06  1.969375e+03  1.969375e+03  1.969375e+03  1.969375e+03
1.407223527e-06  2.016250e+03  2.016250e+03  2.016250e+03  2.016250e+03
1.438495161e-06  2.063125e+03  2.063125e+03  2.063125e+03  2.063125e+03
1.469766794e-06  2.110000e+03  2.110000e+03  2.110000e+03  2.110000e+03
1.501038428e-06  2.156875e+03  2.156875e+03  2.156875e+03  2.156875e+03
1.532310062e-06  2.203750e+03  2.203750e+03  2.203750e+03  2.203750e+03
1.563581696e-06  2.250625e+03  2.250625e+03  2.250625e+03  2.250625e+03
1.594853330e-06  2.297500e+03  2.297500e+03  2.297500e+03  2.297500e+03
1.626124964e-06  2.344375e+03  2.344375e+03  2.344375e+03  2.344375e+03
1.657396598e-06  2.391250e+03  2.391250e+03  2.391250e+03  2.391250e+03
1.688668232e-06  2.438125e+03  2.438125e+03  2.438125e+03  2.438125e+03
1.719939866e-06  2.485000e+03  2.485000e+03  2.485000e+03  2.485000e+03
1.751211500e-06  2.531875e+03  2.531875e+03  2.531875e+03  2.531875e+03
1.782483134e-06  2.578750e+03  2.578750e+03  2.578750e+03  2.578750e+03
1.813754768e-06  2.625625e+03  2.625625e+03  2.625625e+03  2.625625e+03
1.845026402e-06  2.672500e+03  2.672500e+03  2.672500e+03  2.672500e+03
1.876298035e-06  2.719375e+03  2.719375e+03  2.719375e+03  2.719375e+03
1.907569669e-06  2.766250e+03  2.766250e+03  2.766250e+03  2.766250e+03
1.938841303e-06  2.813125e+03  2.813125e+03  2.813125e+03  2.813125e+03
1.970112937e-06  2.860000e+03  2.860000e+03  2.860000e+03  2.860000e+03
2.001384571e-06  2.906875e+03  2.906875e+03  2.906875e+03  2.906875e+03
2.032656205e-06  2.953750e+03  2.953750e+03  2.953750e+03  2.953750e+03
2.063927839e-06  3.000625e+03  3.000625e+03  3.000625e+03  3.000625e+03
2.095199473e-06  3.047500e+03  3.047500e+03  3.047500e+03  3.047500e+03
2.126471107e-06  3.094375e+03  3.094375e+03  3.094375e+03  3.094375e+03
2.157742741e-06  3.141250e+03  3.141250e+03  3.141250e+03  3.141250e+03
2.189014375e-06  3.188125e+03  3.188125e+03  3.188125e+03  3.188125e+03
2.220286009e-06  3.235000e+03  3.235000e+03  3.235000e+03  3.235000e+03
2.251557643e-06  3.281875e+03  3.281875e+03  3.281875e+03  3.281875e+03
2.282829277e-06  3.328750e+03  3.328750e+03  3.328750e+03  3.328750e+03
2.314100910e-06  3.375625e+03  3.375625e+03  3.375625e+03  3.375625e+03
2.345372544e-06  3.422500e+03  3.422500e+03  3.422500e+03  3.422500e+03
2.376644178e-06  3.469375e+03  3.469375e+03  3.469375e+03  3.469375e+03
2.407915812e-06  3.516250e+03  3.516250e+03  3.516250e+03  3.516250e+03
2.439187446e-06  3.563125e+03  3.563125e+03  3.563125e+03  3.563125e+03
2.470459080e-06  3.610000e+03  3.610000e+03  3.610000e+03  3.610000e+03
2.501730714e-06  3.656875e+03  3.656875e+03  3.656875e+03  3.656875e+03
2.533002348e-06  3.703750e+03  3.703750e+03  3.703750e+03  3.703750e+03
2.564273982e-06  3.750625e+03  3.750625e+03  3.750625e+03  3.750625e+03
2.595545616e-06  3.797500e+03  3.797500e+03  3.797500e+03  3.797500e+03
2.626817250e-06  3.844375e+03  3.844375e+03  3.844375e+03  3.844375e+03
2.658088884e-06  3.891250e+03  3.891250e+03  3.891250e+03  3.891250e+03
2.689360518e-06  3.938125e+03  3.938125e+03  3.938125e+03  3.938125e+03
2.720632151e-06  3.985000e+03  3.985000e+03  3.985000e+03  3.985000e+03
2.751903785e-06  4.031875e+03  4.031875e+03  4.031875e+03  4.031875e+03
2.783175419e-06  4.078750e+03  4.078750e+03  4.078750e+03  4.078750e+03
2.814447053e-06  4.125625e+03  4.125625e+03  4.125625e+03  4.125625e+03
2.845718687e-06  4.172500e+03  4.172500e+03  4.172500e+03  4.172500e+03
2.876990321e-06  4.219375e+03  4.219375e+03  4.219375e+03  4.219375e+03
2.908261955e-06  4.266250e+03  4.266250e+03  4.266250e+03  4.266250e+03
2.939533589e-06  4.313125e+03  4.313125e+03  4.313125e+03  4.313125e+03
2.970805223e-06  4.360000e+03  4.360000e+03  4.360000e+03  4.360000e+03
3.002076857e-06  4.406875e+03  4.406875e+03  4.406875e+03  4.406875e+03
3.033348491e-06  4.453750e+03  4.453750e+03  4.453750e+03  4.453750e+03
3.064620125e-06  4.500625e+03  4.500625e+03  4.500625e+03  4.500625e+03
3.095891759e-06  4.547500e+03  4.547500e+03  4.547500e+03  4.547500e+03
3.127163392e-06  4.594375e+03  4.594375e+03  4.594375e+03  4.594375e+03
3.158435026e-06  4.641250e+03  4.641250e+03  4.641250e+03  4.641250e+03
3.189706660e-06  4.688125e+03  4.688125e+03  4.688125e+03  4.688125e+03
3.220978294e-06  4.735000e+03  4.735000e+03  4.735000e+03  4.735000e+03
3.252249928e-06  4.781875e+03  4.781875e+03  4.781875e+03  4.781875e+03
3.283521562e-06  4.828750e+03  4.828750e+03  4.828750e+03  4.828750e+03
3.314793196e-06  4.875625e+03  4.875625e+03  4.875625e+03  4.875625e+03
3.346064830e-06  4.922500e+03  4.922500e+03  4.922500e+03  4.922500e+03
3.377336464e-06  4.969375e+03  4.969375e+03  4.969375e+03  4.969375e+03
3.408608098e-06  5.016250e+03  5.016250e+03  5.016250e+03  5.016250e+03
3.439879732e-06  5.063125e+03  5.063125e+03  5.063125e+03  5.063125e+03
3.471151366e-06  5.110000e+03  5.110000e+03  5.110000e+03  5.110000e+03
3.502423000e-06  5.156875e+03  5.156875e+03  5.156875e+03  5.156875e+03
3.533694634e-06  5.203750e+03  5.203750e+03  5.203750e+03  5.203750e+03
3.564966267e-06  5.250625e+03  5.250625e+03  5.250625e+03  5.250625e+03
3.596237901e-06  5.297500e+03  5.297500e+03  5.297500e+03  5.297500e+03
3.627509535e-06  5.344375e+03  5.344375e+03  5.344375e+03  5.344375e+03
3.658781169e-06  5.391250e+03  5.391250e+03  5.391250e+03  5.391250e+03
3.690052803e-06  5.438125e+03  5.438125e+03  5.438125e+03  5.438125e+03
3.721324437e-06  5.485000e+03  5.485000e+03  5.485000e+03  5.485000e+03
3.752596071e-06  5.531875e+03  5.531875e+03  5.531875e+03  5.531875e+03
3.783867705e-06  5.578750e+03  5.578750e+03  5.578750e+03  5.578750e+03
3.815139339e-06  5.625625e+03  5.625625e+03  5.625625e+03  5.625625e+03
3.846410973e-06  5.672500e+03  5.672500e+03  5.672500e+03  5.672500e+03
3.877682607e-06  5.719375e+03  5.719375e+03  5.719375e+03  5.719375e+03
3.908954241e-06  5.766250e+03  5.766250e+03  5.766250e+03  5.766250e+03
3.940225875e-06  5.813125e+03  5.813125e+03  5.813125e+03  5.813125e+03
3.971497508e-06  5.860000e+03  5.860000e+03  5.860000e+03  5.860000e+03
4.002769142e-06  5.906875e+03  5.906875e+03  5.906875e+03  5.906875e+03
4.034040776e-06  5.953750e+03  5.953750e+03  5.953750e+03  5.953750e+03
4.065312410e-06  6.000625e+03  6.000625e+03  6.000625e+03  6.000625e+03
4.096584044e-06  6.047500e+03  6.047500e+03  6.047500e+03  6.047500e+03
4.127855678e-06  6.094375e+03  6.094375e+03  6.094375e+03  6.094375e+03
4.159127312e-06  6.141250e+03  6.141250e+03  6.141250e+03  6.141250e+03
4.190398946e-06  6.188125e+03  6.188125e+03  6.188125e+03  6.188125e+03
4.221670580e-06  6.235000e+03  6.235000e+03  6.235000e+03  6.235000e+03
4.252942214e-06  6.281875e+03  6.281875e+03  6.281875e+03  6.281875e+03
4.284213848e-06  6.328750e+03  6.328750e+03  6.328750e+03  6.328750e+03
4.315485482e-06  6.375625e+03  6.375625e+03  6.375625e+03  6.375625e+03
4.346757116e-06  6.422500e+03  6.422500e+03  6.422500e+03  6.422500e+03
4.378028749e-06  6.469375e+03  6.469375e+03  6.469375e+03  6.469375e+03
4.409300383e-06  6.516250e+03  6.516250e+03  6.516250e+03  6.516250e+03
4.440572017e-06  6.563125e+03  6.563125e+03  6.563125e+03  6.563125e+03
4.471843651e-06  6.610000e+03  6.610000e+03  6.610000e+03  6.610000e+03
4.503115285e-06  6.656875e+03  6.656875e+03  6.656875e+03  6.656875e+03
4.534386919e-06  6.703750e+03  6.703750e+03  6.703750e+03  6.703750e+03
4.565658553e-06  6.750625e+03  6.750625e+03  6.750625e+03  6.750625e+03
4.596930187e-06  6.797500e+03  6.797500e+03  6.797500e+03  6.797500e+03
4.628201821e-06  6.844375e+03  6.844375e+03  6.844375e+03  6.844375e+03
4.659473455e-06  6.891250e+03  6.891250e+03  6.891250e+03  6.891250e+03
4.690745089e-06  6.938125e+03  6.938125e+03  6.938125e+03  6.938125e+03
4.722016723e-06  6.985000e+03  6.985000e+03  6.985000e+03  6.985000e+03
4.753288357e-06  7.031875e+03  7.031875e+03  7.031875e+03  7.031875e+03
4.784559990e-06  7.078750e+03  7.078750e+03  7.078750e+03  7.078750e+03
4.815831624e-06  7.125625e+03  7.125625e+03  7.125625e+03  7.125625e+03
4.847103258e-06  7.172500e+03  7.172500e+03  7.172500e+03  7.172500e+03
4.878374892e-06  7.219375e+03  7.219375e+03  7.219375e+03  7.219375e+03
4.909646526e-06  7.266250e+03  7.266250e+03  7.266250e+03  7.266250e+03
4.940918160e-06  7.313125e+03  7.313125e+03  7.313125e+03  7.313125e+03
4.972189794e-06  7.360000e+03  7.360000e+03  7.360000e+03  7.360000e+03
5.003461428e-06  7.406875e+03  7.406875e+03  7.406875e+03  7.406875e+03
5.034733062e-06  7.453750e+03  7.453750e+03  7.453750e+03  7.453750e+03
5.066004696e-06  7.500625e+03  7.500625e+03  7.500625e+03  7.500625e+03
5.097276330e-06  7.547500e+03  7.547500e+03  7.547500e+03  7.547500e+03
5.128547964e-06  7.594375e+03  7.594375e+03  7.594375e+03  7.594375e+03
5.159819598e-06  7.641250e+03  7.641250e+03  7.641250e+03  7.641250e+03
5.191091232e-06  7.688125e+03  7.688125e+03  7.688125e+03  7.688125e+03
5.222362865e-06  7.735000e+03  7.735000e+03  7.735000e+03  7.735000e+03
5.253634499e-06  7.781875e+03  7.781875e+03  7.781875e+03  7.781875e+03
5.284906133e-06  7.828750e+03  7.828750e+03  7.828750e+03  7.828750e+03
5.316177767e-06  7.875625e+03  7.875625e+03  7.875625e+03  7.875625e+03
5.347449401e-06  7.922500e+03  7.922500e+03  7.922500e+03  7.922500e+03
5.378721035e-06  7.969375e+03  7.969375e+03  7.969375e+03  7.969375e+03
5.409992669e-06  8.016250e+03  8.016250e+03  8.016250e+03  8.016250e+03
5.441264303e-06  8.063125e+03  8.063125e+03  8.063125e+03  8.063125e+03
5.472535937e-06  8.110000e+03  8.110000e+03  8.110000e+03  8.110000e+03
5.503807571e-06  8.156875e+03  8.156875e+03  8.156875e+03  8.156875e+03
5.535079205e-06  8.203750e+03  8.203750e+03  8.203750e+03  8.203750e+03
5.566350839e-06  8.250625e+03  8.250625e+03  8.250625e+03  8.250625e+03
5.597622473e-06  8.297500e+03  8.297500e+03  8.297500e+03  8.297500e+03
5.628894106e-06  8.344375e+03  8.344375e+03  8.344375e+03  8.344375e+03
5.660165740e-06  8.391250e+03  8.391250e+03  8.391250e+03  8.391250e+03
5.691437374e-06  8.438125e+03  8.438125e+03  8.438125e+03  8.438125e+03
5.722709008e-06  8.485000e+03  8.485000e+03  8.485000e+03  8.485000e+03
5.753980642e-06  8.531875e+03  8.531875e+03  8.531875e+03  8.531875e+03
5.785252276e-06  8.578750e+03  8.578750e+03  8.578750e+03  8.578750e+03
5.816523910e-06  8.625625e+03  8.625625e+03  8.625625e+03  8.625625e+03
5.847795544e-06  8.672500e+03  8.672500e+03  8.672500e+03  8.672500e+03
5.879067178e-06  8.719375e+03  8.719375e+03  8.719375e+03  8.719375e+03
5.910338812e-06  8.766250e+03  8.766250e+03  8.766250e+03  8.766250e+03
5.941610446e-06  8.813125e+03  8.813125e+03  8.813125e+03  8.813125e+03
5.972882080e-06  8.860000e+03  8.860000e+03  8.860000e+03  8.860000e+03
6.004153714e-06  8.906875e+03  8.906875e+03  8.906875e+03  8.906875e+03
6.035425347e-06  8.953750e+03  8.953750e+03  8.953750e+03  8.953750e+03
6.066696981e-06  9.000625e+03  9.000625e+03  9.000625e+03  9.000625e+03
6.097968615e-06  9.047500e+03  9.047500e+03  9.047500e+03  9.047500e+03
6.129240249e-06  9.094375e+03  9.094375e+03  9.094375e+03  9.094375e+03
6.160511883e-06  9.141250e+03  9.141250e+03  9.141250e+03  9.141250e+03
6.191783517e-06  9.188125e+03  9.188125e+03  9.188125e+03  9.188125e+03
6.223055151e-06  9.235000e+03  9.235000e+03  9.235000e+03  9.235000e+03
6.254326785e-06  9.281875e+03  9.281875e+03  9.281875e+03  9.281875e+03
6.285598419e-06  9.328750e+03  9.328750e+03  9.328750e+03  9.328750e+03
6.316870053e-06  9.375625e+03  9.375625e+03  9.375625e+03  9.375625e+03
6.348141687e-06  9.422500e+03  9.422500e+03  9.422500e+03  9.422500e+03
6.379413321e-06  9.469375e+03  9.469375e+03  9.469375e+03  9.469375e+03
6.410684955e-06  9.516250e+03  9.516250e+03  9.516250e+03  9.516250e+03
6.441956589e-06  9.563125e+03  9.563125e+03  9.563125e+03  9.563125e+03
6.473228222e-06  9.610000e+03  9.610000e+03  9.610000e+03  9.610000e+03
6.504499856e-06  9.656875e+03  9.656875e+03  9.656875e+03  9.656875e+03
6.535771490e-06  9.703750e+03  9.703750e+03  9.703750e+03  9.703750e+03
6.567043124e-06  9.750625e+03  9.750625e+03  9.750625e+03  9.750625e+03
6.598314758e-06  9.797500e+03  9.797500e+03  9.797500e+03  9.797500e+03
6.629586392e-06  9.844375e+03  9.844375e+03  9.844375e+03  9.844375e+03
6.660858026e-06  9.891250e+03  9.891250e+03  9.891250e+03  9.891250e+03
6.692129660e-06  9.938125e+03  9.938125e+03  9.938125e+03  9.938125e+03
6.723401294e-06  9.985000e+03  9.985000e+03  9.985000e+03  9.985000e+03
6.754672928e-06  1.003188e+04  1.003188e+04  1.003188e+04  1.003188e+04
6.785944562e-06  1.007875e+04  1.007875e+04  1.007875e+04  1.007875e+04
6.817216196e-06  1.012563e+04  1.012563e+04  1.012563e+04  1.012563e+04
6.848487830e-06  1.017250e+04  1.017250e+04  1.017250e+04  1.017250e+04
6.879759463e-06  1.021938e+04  1.021938e+04  1.021938e+04  1.021938e+04
6.911031097e-06  1.026625e+04  1.026625e+04  1.026625e+04  1.026625e+04
6.942302731e-06  1.031313e+04  1.031313e+04  1.031313e+04  1.031313e+04
6.973574365e-06  1.036000e+04  1.036000e+04  1.036000e+04  1.036000e+04
7.004845999e-06  1.040688e+04  1.040688e+04  1.040688e+04  1.040688e+04
7.036117633e-06  1.045375e+04  1.045375e+04  1.045375e+04  1.045375e+04
7.067389267e-06  1.050063e+04  1.050063e+04  1.050063e+04  1.050063e+04
7.098660901e-06  1.054750e+04  1.054750e+04  1.054750e+04  1.054750e+04
7.129932535e-06  1.059438e+04  1.059438e+04  1.059438e+04  1.059438e+04
7.161204169e-06  1.064125e+04  1.064125e+04  1.064125e+04  1.064125e+04
7.192475803e-06  1.068813e+04  1.068813e+04  1.068813e+04  1.068813e+04
7.223747437e-06  1.073500e+04  1.073500e+04  1.073500e+04  1.073500e+04
7.255019071e-06  1.078188e+04  1.078188e+04  1.078188e+04  1.078188e+04
7.286290704e-06  1.082875e+04  1.082875e+04  1.082875e+04  1.082875e+04
7.317562338e-06  1.087563e+04  1.087563e+04  1.087563e+04  1.087563e+04
7.348833972e-06  1.092250e+04  1.092250e+04  1.092250e+04  1.092250e+04
7.380105606e-06  1.096938e+04  1.096938e+04  1.096938e+04  1.096938e+04
7.411377240e-06  1.101625e+04  1.101625e+04  1.101625e+04  1.101625e+04
7.442648874e-06  1.106313e+04  1.106313e+04  1.106313e+04  1.106313e+04
7.473920508e-06  1.111000e+04  1.111000e+04  1.111000e+04  1.111000e+04
7.505192142e-06  1.115688e+04  1.115688e+04  1.115688e+04  1.115688e+04
7.536463776e-06  1.120375e+04  1.120375e+04  1.120375e+04  1.120375e+04
7.567735410e-06  1.125063e+04  1.125063e+04  1.125063e+04  1.125063e+04
7.599007044e-06  1.129750e+04  1.129750e+04  1.129750e+04  1.129750e+04
7.630278678e-06  1.134438e+04  1.134438e+04  1.134438e+04  1.134438e+04
7.661550312e-06  1.139125e+04  1.139125e+04  1.139125e+04  1.139125e+04
7.692821946e-06  1.143813e+04  1.143813e+04  1.143813e+04  1.143813e+04
7.724093579e-06  1.148500e+04  1.148500e+04  1.148500e+04  1.148500e+04
7.755365213e-06  1.153188e+04  1.153188e+04  1.153188e+04  1.153188e+04
7.786636847e-06  1.157875e+04  1.157875e+04  1.157875e+04  1.157875e+04
7.817908481e-06  1.162563e+04  1.162563e+04  1.162563e+04  1.162563e+04
7.849180115e-06  1.167250e+04  1.167250e+04  1.167250e+04  1.167250e+04
7.880451749e-06  1.171938e+04  1.171938e+04  1.171938e+04  1.171938e+04
7.911723383e-06  1.176625e+04  1.176625e+04  1.176625e+04  1.176625e+04
7.942995017e-06  1.181313e+04  1.181313e+04  1.181313e+04  1.181313e+04
7.974266651e-06  1.186000e+04  1.186000e+04  1.186000e+04  1.186000e+04
8.005538285e-06  1.190688e+04  1.190688e+04  1.190688e+04  1.190688e+04
8.036809919e-06  1.195375e+04  1.195375e+04  1.195375e+04  1.195375e+04
8.068081553e-06  1.200063e+04  1.200063e+04  1.200063e+04  1.200063e+04
8.099353187e-06  1.204750e+04  1.204750e+04  1.204750e+04  1.204750e+04
8.130624820e-06  1.209438e+04  1.209438e+04  1.209438e+04  1.209438e+04
8.161896454e-06  1.214125e+04  1.214125e+04  1.214125e+04  1.214125e+04
8.193168088e-06  1.218813e+04  1.218813e+04  1.218813e+04  1.218813e+04
8.224439722e-06  1.223500e+04  1.223500e+04  1.223500e+04  1.223500e+04
8.255711356e-06  1.228188e+04  1.228188e+04  1.228188e+04  1.228188e+04
8.286982990e-06  1.232875e+04  1.232875e+04  1.232875e+04  1.232875e+04
8.318254624e-06  1.237563e+04  1.237563e+04  1.237563e+04  1.237563e+04
8.349526258e-06  1.242250e+04  1.242250e+04  1.242250e+04  1.242250e+04
8.380797892e-06  1.246938e+04  1.246938e+04  1.246938e+04  1.246938e+04
8.412069526e-06  1.251625e+04  1.251625e+04  1.251625e+04  1.251625e+04
8.443341160e-06  1.256313e+04  1.256313e+04  1.256313e+04  1.256313e+04
8.474612794e-06  1.261000e+04  1.261000e+04  1.261000e+04  1.261000e+04
8.505884428e-06  1.265688e+04  1.265688e+04  1.265688e+04  1.265688e+04
8.537156061e-06  1.270375e+04  1.270375e+04  1.270375e+04  1.270375e+04
8.568427695e-06  1.275063e+04  1.275063e+04  1.275063e+04  1.275063e+04
8.599699329e-06  1.279750e+04  1.279750e+04  1.279750e+04  1.279750e+04
8.630970963e-06  1.284438e+04  1.284438e+04  1.284438e+04  1.284438e+04
8.662242597e-06  1.289125e+04  1.289125e+04  1.289125e+04  1.289125e+04
8.693514231e-06  1.293813e+04  1.293813e+04  1.293813e+04  1.293813e+04
8.724785865e-06  1.298500e+04  1.298500e+04  1.298500e+04  1.298500e+04
8.756057499e-06  1.303188e+04  1.303188e+04  1.303188e+04  1.303188e+04
8.787329133e-06  1.307875e+04  1.307875e+04  1.307875e+04  1.307875e+04
8.818600767e-06  1.312563e+04  1.312563e+04  1.312563e+04  1.312563e+04
8.849872401e-06  1.317250e+04  1.317250e+04  1.317250e+04  1.317250e+04
8.881144035e-06  1.321938e+04  1.321938e+04  1.321938e+04  1.321938e+04
8.912415669e-06  1.326625e+04  1.326625e+04  1.326625e+04  1.326625e+04
8.943687303e-06  1.331313e+04  1.331313e+04  1.331313e+04  1.331313e+04
8.974958936e-06  1.336000e+04  1.336000e+04  1.336000e+04  1.336000e+04
9.006230570e-06  1.340688e+04  1.340688e+04  1.340688e+04  1.340688e+04
9.037502204e-06  1.345375e+04  1.345375e+04  1.345375e+04  1.345375e+04
9.068773838e-06  1.350063e+04  1.350063e+04  1.350063e+04  1.350063e+04
9.100045472e-06  1.354750e+04  1.354750e+04  1.354750e+04  1.354750e+04
9.131317106e-06  1.359438e+04  1.359438e+04  1.359438e+04  1.359438e+04
9.162588740e-06  1.364125e+04  1.364125e+04  1.364125e+04  1.364125e+04
9.193860374e-06  1.368813e+04  1.368813e+04  1.368813e+04  1.368813e+04
9.225132008e-06  1.373500e+04  1.373500e+04  1.373500e+04  1.373500e+04
9.256403642e-06  1.378188e+04  1.378188e+04  1.378188e+04  1.378188e+04
9.287675276e-06  1.382875e+04  1.382875e+04  1.382875e+04  1.382875e+04
9.318946910e-06  1.387563e+04  1.387563e+04  1.387563e+04  1.387563e+04
9.350218544e-06  1.392250e+04  1.392250e+04  1.392250e+04  1.392250e+04
9.381490177e-06  1.396938e+04  1.396938e+04  1.396938e+04  1.396938e+04
9.412761811e-06  1.401625e+04  1.401625e+04  1.401625e+04  1.401625e+04
9.444033445e-06  1.406313e+04  1.406313e+04  1.406313e+04  1.406313e+04
9.475305079e-06  1.411000e+04  1.411000e+04  1.411000e+04  1.411000e+04
9.506576713e-06  1.415688e+04  1.415688e+04  1.415688e+04  1.415688e+04
9.537848347e-06  1.420375e+04  1.420375e+04  1.420375e+04  1.420375e+04
9.569119981e-06  1.425063e+04  1.425063e+04  1.425063e+04  1.425063e+04
9.600391615e-06  1.429750e+04  1.429750e+04  1.429750e+04  1.429750e+04
9.631663249e-06  1.434438e+04  1.434438e+04  1.434438e+04  1.434438e+04
9.662934883e-06  1.439125e+04  1.439125e+04  1.439125e+04  1.439125e+04
9.694206517e-06  1.443813e+04  1.443813e+04  1.443813e+04  1.443813e+04
9.725478151e-06  1.448500e+04  1.448500e+04  1.448500e+04  1.448500e+04
9.756749785e-06  1.453188e+04  1.453188e+04  1.453188e+04  1.453188e+04
9.788021418e-06  1.457875e+04  1.457875e+04  1.457875e+04  1.457875e+04
9.819293052e-06  1.462563e+04  1.462563e+04  1.462563e+04  1.462563e+04
9.850564686e-06  1.467250e+04  1.467250e+04  1.467250e+04  1.467250e+04
9.881836320e-06  1.471938e+04  1.471938e+04  1.471938e+04  1.471938e+04
9.913107954e-06  1.476625e+04  1.476625e+04  1.476625e+04  1.476625e+04
9.944379588e-06  1.481313e+04  1.481313e+04  1.481313e+04  1.481313e+04
9.975651222e-06  1.486000e+04  1.486000e+04  1.486000e+04  1.486000e+04
1.000692286e-05  1.490688e+04  1.490688e+04  1.490688e+04  1.490688e+04
1.003819449e-05  1.495375e+04  1.495375e+04  1.495375e+04  1.495375e+04
1.006946612e-05  1.500063e+04  1.500063e+04  1.500063e+04  1.500063e+04
1.010073776e-05  1.504750e+04  1.504750e+04  1.504750e+04  1.504750e+04
1.013200939e-05  1.509438e+04  1.509438e+04  1.509438e+04  1.509438e+04
1.016328103e-05  1.514125e+04  1.514125e+04  1.514125e+04  1.514125e+04
1.019455266e-05  1.518813e+04  1.518813e+04  1.518813e+04  1.518813e+04
1.022582429e-05  1.523500e+04  1.523500e+04  1.523500e+04  1.523500e+04
1.025709593e-05  1.528188e+04  1.528188e+04  1.528188e+04  1.528188e+04
1.028836756e-05  1.532875e+04  1.532875e+04  1.532875e+04  1.532875e+04
1.031963920e-05  1.537563e+04  1.537563e+04  1.537563e+04  1.537563e+04
1.035091083e-05  1.542250e+04  1.542250e+04  1.542250e+04  1.542250e+04
1.038218246e-05  1.546938e+04  1.546938e+04  1.546938e+04  1.546938e+04
1.041345410e-05  1.551625e+04  1.551625e+04  1.551625e+04  1.551625e+04
1.044472573e-05  1.556313e+04  1.556313e+04  1.556313e+04  1.556313e+04
1.047599736e-05  1.561000e+04  1.561000e+04  1.561000e+04  1.561000e+04
1.050726900e-05  1.565688e+04  1.565688e+04  1.565688e+04  1.565688e+04
1.053854063e-05  1.570375e+04  1.570375e+04  1.570375e+04  1.570375e+04
1.056981227e-05  1.575063e+04  1.575063e+04  1.575063e+04  1.575063e+04
1.060108390e-05  1.579750e+04  1.579750e+04  1.579750e+04  1.579750e+04
