# t(s)   rho_eff(J)   power(W)   rho_I(J)   rho_N(J)
8.527461855e-04  3.381934e+07  -3.080963e+13  3.381934e+07  0.000000e+00
8.527774571e-04  3.272869e+07  -1.583237e+13  3.272869e+07  0.000000e+00
8.528087288e-04  3.282913e+07  2.210721e+13  3.282913e+07  0.000000e+00
8.528400004e-04  3.411135e+07  3.527346e+13  3.411135e+07  0.000000e+00
8.528712720e-04  3.503525e+07  4.286035e+12  3.503525e+07  0.000000e+00
8.529025437e-04  3.437941e+07  -3.699449e+13  3.437941e+07  0.000000e+00
8.529338153e-04  3.272150e+07  -4.209130e+13  3.272150e+07  0.000000e+00
8.529650869e-04  3.174689e+07  -6.735112e+12  3.174689e+07  0.000000e+00
8.529963586e-04  3.230026e+07  2.904770e+13  3.230026e+07  0.000000e+00
8.530276302e-04  3.356362e+07  3.052411e+13  3.356362e+07  0.000000e+00
8.530589018e-04  3.420934e+07  5.937393e+12  3.420934e+07  0.000000e+00
8.530901735e-04  3.393497e+07  -1.091800e+13  3.393497e+07  0.000000e+00
8.531214451e-04  3.352649e+07  -4.824017e+12  3.352649e+07  0.000000e+00
8.531527167e-04  3.363326e+07  7.425913e+12  3.363326e+07  0.000000e+00
8.531839884e-04  3.399093e+07  5.735095e+12  3.399093e+07  0.000000e+00
8.532152600e-04  3.399195e+07  -5.911316e+12  3.399195e+07  0.000000e+00
8.532465316e-04  3.362122e+07  -9.155548e+12  3.362122e+07  0.000000e+00
8.532778033e-04  3.341933e+07  8.745879e+10  3.341933e+07  0.000000e+00
8.533090749e-04  3.362669e+07  6.282619e+12  3.362669e+07  0.000000e+00
8.533403465e-04  3.381227e+07  -1.547618e+12  3.381227e+07  0.000000e+00
8.533716182e-04  3.352989e+07  -1.247952e+13  3.352989e+07  0.000000e+00
8.534028898e-04  3.303176e+07  -8.876491e+12  3.303176e+07  0.000000e+00
8.534341614e-04  3.297473e+07  7.511836e+12  3.297473e+07  0.000000e+00
8.534654331e-04  3.350157e+07  1.641566e+13  3.350157e+07  0.000000e+00
8.534967047e-04  3.400142e+07  6.750426e+12  3.400142e+07  0.000000e+00
8.535279763e-04  3.392377e+07  -7.578392e+12  3.392377e+07  0.000000e+00
8.535592480e-04  3.352744e+07  -6.708542e+12  3.352744e+07  0.000000e+00
8.535905196e-04  3.350419e+07  7.315207e+12  3.350419e+07  0.000000e+00
8.536217912e-04  3.398496e+07  1.320565e+13  3.398496e+07  0.000000e+00
8.536530629e-04  3.433012e+07  7.253997e+11  3.433012e+07  0.000000e+00
8.536843345e-04  3.403033e+07  -1.388062e+13  3.403033e+07  0.000000e+00
8.537156061e-04  3.346198e+07  -1.024400e+13  3.346198e+07  0.000000e+00
8.537468778e-04  3.338963e+07  6.336294e+12  3.338963e+07  0.000000e+00
8.537781494e-04  3.385827e+07  1.053672e+13  3.385827e+07  0.000000e+00
8.538094210e-04  3.404863e+07  -7.421820e+12  3.404863e+07  0.000000e+00
8.538406927e-04  3.339408e+07  -2.546616e+13  3.339408e+07  0.000000e+00
8.538719643e-04  3.245590e+07  -1.797533e+13  3.245590e+07  0.000000e+00
8.539032360e-04  3.226985e+07  8.027634e+12  3.226985e+07  0.000000e+00
8.539345076e-04  3.295797e+07  2.006192e+13  3.295797e+07  0.000000e+00
8.539657792e-04  3.352459e+07  4.444917e+12  3.352459e+07  0.000000e+00
8.539970509e-04  3.323597e+07  -1.247671e+13  3.323597e+07  0.000000e+00
8.540283225e-04  3.274425e+07  6.854597e+11  3.274425e+07  0.000000e+00
8.540595941e-04  3.327884e+07  3.307654e+13  3.327884e+07  0.000000e+00
8.540908658e-04  3.481297e+07  3.908204e+13  3.481297e+07  0.000000e+00
8.541221374e-04  3.572316e+07  -1.649087e+12  3.572316e+07  0.000000e+00
8.541534090e-04  3.470983e+07  -4.868935e+13  3.470983e+07  0.000000e+00
8.541846807e-04  3.267797e+07  -4.370467e+13  3.267797e+07  0.000000e+00
8.542159523e-04  3.197639e+07  1.473454e+13  3.197639e+07  0.000000e+00
8.542472239e-04  3.359952e+07  6.020552e+13  3.359952e+07  0.000000e+00
8.542784956e-04  3.574184e+07  3.392382e+13  3.574184e+07  0.000000e+00
8.543097672e-04  3.572122e+07  -4.106548e+13  3.572122e+07  0.000000e+00
8.543410388e-04  3.317347e+07  -8.091130e+13  3.317347e+07  0.000000e+00
8.543723105e-04  3.066077e+07  -3.770119e+13  3.066077e+07  0.000000e+00
8.544035821e-04  3.081552e+07  4.283574e+13  3.081552e+07  0.000000e+00
8.544348537e-04  3.333985e+07  7.352868e+13  3.333985e+07  0.000000e+00
8.544661254e-04  3.541424e+07  2.630943e+13  3.541424e+07  0.000000e+00
8.544973970e-04  3.498533e+07  -3.871232e+13  3.498533e+07  0.000000e+00
8.545286686e-04  3.299305e+07  -4.770663e+13  3.299305e+07  0.000000e+00
8.545599403e-04  3.200160e+07  1.463513e+12  3.200160e+07  0.000000e+00
8.545912119e-04  3.308458e+07  4.403940e+13  3.308458e+07  0.000000e+00
8.546224835e-04  3.475597e+07  3.081901e+13  3.475597e+07  0.000000e+00
8.546537552e-04  3.501210e+07  -1.615295e+13  3.501210e+07  0.000000e+00
8.546850268e-04  3.374571e+07  -3.835435e+13  3.374571e+07  0.000000e+00
8.547162984e-04  3.261330e+07  -1.479507e+13  3.261330e+07  0.000000e+00
8.547475701e-04  3.282038e+07  1.862938e+13  3.282038e+07  0.000000e+00
8.547788417e-04  3.377844e+07  2.161004e+13  3.377844e+07  0.000000e+00
8.548101133e-04  3.417194e+07  -1.301786e+11  3.417194e+07  0.000000e+00
8.548413850e-04  3.377030e+07  -1.003279e+13  3.377030e+07  0.000000e+00
8.548726566e-04  3.354446e+07  5.326468e+12  3.354446e+07  0.000000e+00
8.549039282e-04  3.410343e+07  1.884568e+13  3.410343e+07  0.000000e+00
8.549351999e-04  3.472313e+07  3.641949e+12  3.472313e+07  0.000000e+00
8.549664715e-04  3.433121e+07  -2.618966e+13  3.433121e+07  0.000000e+00
8.549977431e-04  3.308514e+07  -3.173898e+13  3.308514e+07  0.000000e+00
8.550290148e-04  3.234615e+07  -1.393090e+12  3.234615e+07  0.000000e+00
8.550602864e-04  3.299801e+07  3.104640e+13  3.299801e+07  0.000000e+00
8.550915580e-04  3.428789e+07  2.742799e+13  3.428789e+07  0.000000e+00
8.551228297e-04  3.471345e+07  -7.332501e+12  3.471345e+07  0.000000e+00
8.551541013e-04  3.382930e+07  -3.238325e+13  3.382930e+07  0.000000e+00
8.551853729e-04  3.268810e+07  -2.223362e+13  3.268810e+07  0.000000e+00
8.552166446e-04  3.243873e+07  4.291005e+12  3.243873e+07  0.000000e+00
8.552479162e-04  3.295647e+07  1.257905e+13  3.295647e+07  0.000000e+00
8.552791878e-04  3.322547e+07  -1.949068e+12  3.322547e+07  0.000000e+00
8.553104595e-04  3.283457e+07  -1.104222e+13  3.283457e+07  0.000000e+00
8.553417311e-04  3.253485e+07  4.937598e+12  3.253485e+07  0.000000e+00
8.553730027e-04  3.314338e+07  2.841508e+13  3.314338e+07  0.000000e+00
8.554042744e-04  3.431202e+07  2.725133e+13  3.431202e+07  0.000000e+00
8.554355460e-04  3.484777e+07  -1.789062e+12  3.484777e+07  0.000000e+00
8.554668176e-04  3.420013e+07  -2.659433e+13  3.420013e+07  0.000000e+00
8.554980893e-04  3.318447e+07  -1.920469e+13  3.318447e+07  0.000000e+00
8.555293609e-04  3.299900e+07  9.587685e+12  3.299900e+07  0.000000e+00
8.555606325e-04  3.378412e+07  2.432628e+13  3.378412e+07  0.000000e+00
8.555919042e-04  3.452045e+07  8.657630e+12  3.452045e+07  0.000000e+00
8.556231758e-04  3.432559e+07  -1.657111e+13  3.432559e+07  0.000000e+00
8.556544475e-04  3.348404e+07  -2.130796e+13  3.348404e+07  0.000000e+00
8.556857191e-04  3.299292e+07  -2.626999e+12  3.299292e+07  0.000000e+00
8.557169907e-04  3.331974e+07  1.529844e+13  3.331974e+07  0.000000e+00
8.557482624e-04  3.394974e+07  1.330537e+13  3.394974e+07  0.000000e+00
8.557795340e-04  3.415190e+07  -1.555634e+12  3.415190e+07  0.000000e+00
8.558108056e-04  3.385244e+07  -9.739311e+12  3.385244e+07  0.000000e+00
8.558420773e-04  3.354277e+07  -5.267124e+12  3.354277e+07  0.000000e+00
8.558733489e-04  3.352302e+07  4.894918e+11  3.352302e+07  0.000000e+00
8.559046205e-04  3.357338e+07  -1.902837e+12  3.357338e+07  0.000000e+00
8.559358922e-04  3.340401e+07  -7.105759e+12  3.340401e+07  0.000000e+00
8.559671638e-04  3.312897e+07  -5.312958e+12  3.312897e+07  0.000000e+00
8.559984354e-04  3.307172e+07  1.821793e+12  3.307172e+07  0.000000e+00
8.560297071e-04  3.324291e+07  3.772693e+12  3.324291e+07  0.000000e+00
8.560609787e-04  3.330768e+07  -2.010350e+12  3.330768e+07  0.000000e+00
8.560922503e-04  3.311717e+07  -4.703079e+12  3.311717e+07  0.000000e+00
8.561235220e-04  3.301353e+07  4.481593e+12  3.301353e+07  0.000000e+00
8.561547936e-04  3.339747e+07  1.747739e+13  3.339747e+07  0.000000e+00
8.561860652e-04  3.410663e+07  1.755188e+13  3.410663e+07  0.000000e+00
8.562173369e-04  3.449522e+07  1.448560e+12  3.449522e+07  0.000000e+00
8.562486085e-04  3.419722e+07  -1.427109e+13  3.419722e+07  0.000000e+00
8.562798801e-04  3.360266e+07  -1.279114e+13  3.360266e+07  0.000000e+00
8.563111518e-04  3.339722e+07  1.982192e+12  3.339722e+07  0.000000e+00
8.563424234e-04  3.372663e+07  1.042196e+13  3.372663e+07  0.000000e+00
8.563736950e-04  3.404905e+07  2.055294e+12  3.404905e+07  0.000000e+00
8.564049667e-04  3.385518e+07  -1.161360e+13  3.385518e+07  0.000000e+00
8.564362383e-04  3.332269e+07  -1.240083e+13  3.332269e+07  0.000000e+00
8.564675099e-04  3.307959e+07  1.405996e+12  3.307959e+07  0.000000e+00
8.564987816e-04  3.341063e+07  1.349079e+13  3.341063e+07  0.000000e+00
8.565300532e-04  3.392335e+07  1.017514e+13  3.392335e+07  0.000000e+00
8.565613248e-04  3.404702e+07  -3.945376e+12  3.404702e+07  0.000000e+00
8.565925965e-04  3.367659e+07  -1.387141e+13  3.367659e+07  0.000000e+00
8.566238681e-04  3.317945e+07  -1.268276e+13  3.317945e+07  0.000000e+00
8.566551397e-04  3.288337e+07  -6.274441e+12  3.288337e+07  0.000000e+00
8.566864114e-04  3.278703e+07  -1.439777e+12  3.278703e+07  0.000000e+00
8.567176830e-04  3.279332e+07  3.093772e+12  3.279332e+07  0.000000e+00
8.567489546e-04  3.298052e+07  1.030607e+13  3.298052e+07  0.000000e+00
8.567802263e-04  3.343790e+07  1.530924e+13  3.343790e+07  0.000000e+00
8.568114979e-04  3.393801e+07  9.876888e+12  3.393801e+07  0.000000e+00
8.568427695e-04  3.405563e+07  -3.597785e+12  3.405563e+07  0.000000e+00
8.568740412e-04  3.371300e+07  -1.032935e+13  3.371300e+07  0.000000e+00
8.569053128e-04  3.340960e+07  -4.432251e+11  3.340960e+07  0.000000e+00
8.569365844e-04  3.368528e+07  1.578261e+13  3.368528e+07  0.000000e+00
8.569678561e-04  3.439669e+07  1.731425e+13  3.439669e+07  0.000000e+00
8.569991277e-04  3.476817e+07  -1.891034e+12  3.476817e+07  0.000000e+00
8.570303993e-04  3.427842e+07  -2.274160e+13  3.427842e+07  0.000000e+00
8.570616710e-04  3.334583e+07  -2.159655e+13  3.334583e+07  0.000000e+00
8.570929426e-04  3.292770e+07  1.628388e+12  3.292770e+07  0.000000e+00
8.571242142e-04  3.344768e+07  2.203704e+13  3.344768e+07  0.000000e+00
8.571554859e-04  3.430597e+07  1.753577e+13  3.430597e+07  0.000000e+00
8.571867575e-04  3.454442e+07  -6.889742e+12  3.454442e+07  0.000000e+00
8.572180291e-04  3.387506e+07  -2.613301e+13  3.387506e+07  0.000000e+00
8.572493008e-04  3.290998e+07  -2.297871e+13  3.290998e+07  0.000000e+00
8.572805724e-04  3.243790e+07  -3.900470e+12  3.243790e+07  0.000000e+00
8.573118440e-04  3.266603e+07  1.238920e+13  3.266603e+07  0.000000e+00
8.573431157e-04  3.321276e+07  1.554207e+13  3.321276e+07  0.000000e+00
8.573743873e-04  3.363808e+07  9.037834e+12  3.363808e+07  0.000000e+00
8.574056590e-04  3.377802e+07  1.733626e+10  3.377802e+07  0.000000e+00
8.574369306e-04  3.363916e+07  -8.379160e+12  3.363916e+07  0.000000e+00
8.574682022e-04  3.325396e+07  -1.366213e+13  3.325396e+07  0.000000e+00
8.574994739e-04  3.278469e+07  -1.054371e+13  3.278469e+07  0.000000e+00
8.575307455e-04  3.259452e+07  2.662353e+12  3.259452e+07  0.000000e+00
8.575620171e-04  3.295120e+07  1.669992e+13  3.295120e+07  0.000000e+00
8.575932888e-04  3.363899e+07  1.807060e+13  3.363899e+07  0.000000e+00
8.576245604e-04  3.408140e+07  5.541968e+12  3.408140e+07  0.000000e+00
8.576558320e-04  3.398560e+07  -5.640904e+12  3.398560e+07  0.000000e+00
8.576871037e-04  3.372860e+07  -1.455564e+12  3.372860e+07  0.000000e+00
8.577183753e-04  3.389456e+07  1.176281e+13  3.389456e+07  0.000000e+00
8.577496469e-04  3.446428e+07  1.340682e+13  3.446428e+07  0.000000e+00
8.577809186e-04  3.473307e+07  -4.421525e+12  3.473307e+07  0.000000e+00
8.578121902e-04  3.418774e+07  -2.327814e+13  3.418774e+07  0.000000e+00
8.578434618e-04  3.327718e+07  -1.903293e+13  3.327718e+07  0.000000e+00
8.578747335e-04  3.299736e+07  6.248617e+12  3.299736e+07  0.000000e+00
8.579060051e-04  3.366799e+07  2.264743e+13  3.366799e+07  0.000000e+00
8.579372767e-04  3.441381e+07  7.297539e+12  3.441381e+07  0.000000e+00
8.579685484e-04  3.412440e+07  -2.529724e+13  3.412440e+07  0.000000e+00
8.579998200e-04  3.283163e+07  -3.707667e+13  3.283163e+07  0.000000e+00
8.580310916e-04  3.180550e+07  -1.097238e+13  3.180550e+07  0.000000e+00
8.580623633e-04  3.214539e+07  2.707083e+13  3.214539e+07  0.000000e+00
8.580936349e-04  3.349860e+07  3.692201e+13  3.349860e+07  0.000000e+00
8.581249065e-04  3.445461e+07  1.069241e+13  3.445461e+07  0.000000e+00
8.581561782e-04  3.416734e+07  -1.891671e+13  3.416734e+07  0.000000e+00
8.581874498e-04  3.327150e+07  -1.831896e+13  3.327150e+07  0.000000e+00
8.582187214e-04  3.302161e+07  7.560338e+12  3.302161e+07  0.000000e+00
8.582499931e-04  3.374434e+07  2.358256e+13  3.374434e+07  0.000000e+00
8.582812647e-04  3.449654e+07  8.836067e+12  3.449654e+07  0.000000e+00
8.583125363e-04  3.429698e+07  -1.814532e+13  3.429698e+07  0.000000e+00
8.583438080e-04  3.336167e+07  -2.370464e+13  3.336167e+07  0.000000e+00
8.583750796e-04  3.281442e+07  -1.472068e+12  3.281442e+07  0.000000e+00
8.584063512e-04  3.326961e+07  2.012174e+13  3.326961e+07  0.000000e+00
8.584376229e-04  3.407289e+07  1.382203e+13  3.407289e+07  0.000000e+00
8.584688945e-04  3.413408e+07  -1.237560e+13  3.413408e+07  0.000000e+00
8.585001661e-04  3.329888e+07  -2.519479e+13  3.329888e+07  0.000000e+00
8.585314378e-04  3.255832e+07  -7.178215e+12  3.255832e+07  0.000000e+00
8.585627094e-04  3.284994e+07  2.187903e+13  3.284994e+07  0.000000e+00
8.585939810e-04  3.392670e+07  2.881567e+13  3.392670e+07  0.000000e+00
8.586252527e-04  3.465216e+07  6.437169e+12  3.465216e+07  0.000000e+00
8.586565243e-04  3.432930e+07  -1.909714e+13  3.432930e+07  0.000000e+00
8.586877959e-04  3.345776e+07  -2.017668e+13  3.345776e+07  0.000000e+00
8.587190676e-04  3.306739e+07  6.271083e+11  3.306739e+07  0.000000e+00
8.587503392e-04  3.349699e+07  1.616356e+13  3.349699e+07  0.000000e+00
8.587816108e-04  3.407831e+07  8.358077e+12  3.407831e+07  0.000000e+00
8.588128825e-04  3.401973e+07  -1.155419e+13  3.401973e+07  0.000000e+00
8.588441541e-04  3.335567e+07  -1.888283e+13  3.335567e+07  0.000000e+00
8.588754257e-04  3.283873e+07  -5.941374e+12  3.283873e+07  0.000000e+00
8.589066974e-04  3.298408e+07  1.003573e+13  3.298408e+07  0.000000e+00
8.589379690e-04  3.346640e+07  9.431462e+12  3.346640e+07  0.000000e+00
8.589692406e-04  3.357396e+07  -5.483451e+12  3.357396e+07  0.000000e+00
8.590005123e-04  3.312345e+07  -1.380470e+13  3.312345e+07  0.000000e+00
8.590317839e-04  3.271056e+07  -2.050140e+12  3.271056e+07  0.000000e+00
8.590630555e-04  3.299523e+07  1.861853e+13  3.299523e+07  0.000000e+00
8.590943272e-04  3.387503e+07  2.457693e+13  3.387503e+07  0.000000e+00
8.591255988e-04  3.453235e+07  7.207749e+12  3.453235e+07  0.000000e+00
8.591568705e-04  3.432582e+07  -1.619507e+13  3.432582e+07  0.000000e+00
8.591881421e-04  3.351945e+07  -2.103113e+13  3.351945e+07  0.000000e+00
8.592194137e-04  3.301047e+07  -2.929201e+12  3.301047e+07  0.000000e+00
8.592506854e-04  3.333625e+07  1.679314e+13  3.333625e+07  0.000000e+00
8.592819570e-04  3.406077e+07  1.455201e+13  3.406077e+07  0.000000e+00
8.593132286e-04  3.424638e+07  -8.595422e+12  3.424638e+07  0.000000e+00
8.593445003e-04  3.352318e+07  -2.668107e+13  3.352318e+07  0.000000e+00
8.593757719e-04  3.257766e+07  -1.672870e+13  3.257766e+07  0.000000e+00
8.594070435e-04  3.247691e+07  1.494874e+13  3.247691e+07  0.000000e+00
8.594383152e-04  3.351260e+07  3.735812e+13  3.351260e+07  0.000000e+00
8.594695868e-04  3.481341e+07  2.671483e+13  3.481341e+07  0.000000e+00
8.595008584e-04  3.518344e+07  -8.118862e+12  3.518344e+07  0.000000e+00
8.595321301e-04  3.430563e+07  -3.420797e+13  3.430563e+07  0.000000e+00
8.595634017e-04  3.304396e+07  -2.816159e+13  3.304396e+07  0.000000e+00
8.595946733e-04  3.254431e+07  1.066335e+12  3.254431e+07  0.000000e+00
8.596259450e-04  3.311065e+07  2.353506e+13  3.311065e+07  0.000000e+00
8.596572166e-04  3.401627e+07  1.971346e+13  3.401627e+07  0.000000e+00
8.596884882e-04  3.434359e+07  -2.328283e+12  3.434359e+07  0.000000e+00
8.597197599e-04  3.387066e+07  -1.963321e+13  3.387066e+07  0.000000e+00
8.597510315e-04  3.311567e+07  -1.904675e+13  3.311567e+07  0.000000e+00
8.597823031e-04  3.267941e+07  -6.295736e+12  3.267941e+07  0.000000e+00
8.598135748e-04  3.272191e+07  5.870217e+12  3.272191e+07  0.000000e+00
8.598448464e-04  3.304655e+07  1.176872e+13  3.304655e+07  0.000000e+00
8.598761180e-04  3.345797e+07  1.306649e+13  3.345797e+07  0.000000e+00
8.599073897e-04  3.386377e+07  1.063183e+13  3.386377e+07  0.000000e+00
8.599386613e-04  3.412292e+07  2.952271e+12  3.412292e+07  0.000000e+00
8.599699329e-04  3.404842e+07  -7.257941e+12  3.404842e+07  0.000000e+00
8.600012046e-04  3.366898e+07  -1.130502e+13  3.366898e+07  0.000000e+00
8.600324762e-04  3.334136e+07  -4.116119e+12  3.334136e+07  0.000000e+00
8.600637478e-04  3.341155e+07  6.912738e+12  3.341155e+07  0.000000e+00
8.600950195e-04  3.377371e+07  8.424479e+12  3.377371e+07  0.000000e+00
8.601262911e-04  3.393844e+07  -2.472621e+12  3.393844e+07  0.000000e+00
8.601575627e-04  3.361906e+07  -1.307856e+13  3.361906e+07  0.000000e+00
8.601888344e-04  3.312046e+07  -1.006082e+13  3.312046e+07  0.000000e+00
8.602201060e-04  3.298983e+07  3.340862e+12  3.298983e+07  0.000000e+00
8.602513776e-04  3.332941e+07  1.067201e+13  3.332941e+07  0.000000e+00
8.602826493e-04  3.365729e+07  3.204594e+12  3.365729e+07  0.000000e+00
8.603139209e-04  3.352984e+07  -8.328026e+12  3.352984e+07  0.000000e+00
8.603451925e-04  3.313643e+07  -7.274399e+12  3.313643e+07  0.000000e+00
8.603764642e-04  3.307487e+07  6.951399e+12  3.307487e+07  0.000000e+00
8.604077358e-04  3.357119e+07  1.726052e+13  3.357119e+07  0.000000e+00
8.604390074e-04  3.415440e+07  1.050461e+13  3.415440e+07  0.000000e+00
8.604702791e-04  3.422818e+07  -5.455565e+12  3.422818e+07  0.000000e+00
8.605015507e-04  3.381319e+07  -1.161332e+13  3.381319e+07  0.000000e+00
8.605328223e-04  3.350185e+07  -1.956951e+12  3.350185e+07  0.000000e+00
8.605640940e-04  3.369080e+07  9.431723e+12  3.369080e+07  0.000000e+00
8.605953656e-04  3.409174e+07  7.113675e+12  3.409174e+07  0.000000e+00
8.606266372e-04  3.413571e+07  -6.183608e+12  3.413571e+07  0.000000e+00
8.606579089e-04  3.370500e+07  -1.449508e+13  3.370500e+07  0.000000e+00
8.606891805e-04  3.322914e+07  -1.004232e+13  3.322914e+07  0.000000e+00
8.607204521e-04  3.307692e+07  -1.723111e+12  3.307692e+07  0.000000e+00
8.607517238e-04  3.312137e+07  -2.785092e+11  3.312137e+07  0.000000e+00
8.607829954e-04  3.305950e+07  -2.506483e+12  3.305950e+07  0.000000e+00
8.608142670e-04  3.296461e+07  2.344108e+12  3.296461e+07  0.000000e+00
8.608455387e-04  3.320611e+07  1.340108e+13  3.320611e+07  0.000000e+00
8.608768103e-04  3.380276e+07  1.557114e+13  3.380276e+07  0.000000e+00
8.609080820e-04  3.417998e+07  4.609000e+11  3.417998e+07  0.000000e+00
8.609393536e-04  3.383158e+07  -1.745479e+13  3.383158e+07  0.000000e+00
8.609706252e-04  3.308830e+07  -1.529536e+13  3.308830e+07  0.000000e+00
8.610018969e-04  3.287496e+07  8.084046e+12  3.287496e+07  0.000000e+00
8.610331685e-04  3.359390e+07  2.633223e+13  3.359390e+07  0.000000e+00
8.610644401e-04  3.452187e+07  1.611610e+13  3.452187e+07  0.000000e+00
8.610957118e-04  3.460185e+07  -1.244724e+13  3.460185e+07  0.000000e+00
8.611269834e-04  3.374338e+07  -2.585803e+13  3.374338e+07  0.000000e+00
8.611582550e-04  3.298461e+07  -8.300017e+12  3.298461e+07  0.000000e+00
8.611895267e-04  3.322427e+07  1.734598e+13  3.322427e+07  0.000000e+00
8.612207983e-04  3.406948e+07  1.696741e+13  3.406948e+07  0.000000e+00
8.612520699e-04  3.428546e+07  -1.156749e+13  3.428546e+07  0.000000e+00
8.612833416e-04  3.334601e+07  -3.406371e+13  3.334601e+07  0.000000e+00
8.613146132e-04  3.215501e+07  -2.152514e+13  3.215501e+07  0.000000e+00
8.613458848e-04  3.199976e+07  1.365704e+13  3.199976e+07  0.000000e+00
8.613771565e-04  3.300916e+07  3.238834e+13  3.300916e+07  0.000000e+00
8.614084281e-04  3.402543e+07  1.633643e+13  3.402543e+07  0.000000e+00
8.614396997e-04  3.403090e+07  -1.109829e+13  3.403090e+07  0.000000e+00
8.614709714e-04  3.333131e+07  -1.579290e+13  3.333131e+07  0.000000e+00
8.615022430e-04  3.304316e+07  4.372814e+12  3.304316e+07  0.000000e+00
8.615335146e-04  3.360480e+07  1.924069e+13  3.360480e+07  0.000000e+00
8.615647863e-04  3.424653e+07  7.531408e+12  3.424653e+07  0.000000e+00
8.615960579e-04  3.407584e+07  -1.462858e+13  3.407584e+07  0.000000e+00
8.616273295e-04  3.333161e+07  -1.489000e+13  3.333161e+07  0.000000e+00
8.616586012e-04  3.314457e+07  1.190947e+13  3.314457e+07  0.000000e+00
8.616898728e-04  3.407647e+07  3.446970e+13  3.407647e+07  0.000000e+00
8.617211444e-04  3.530042e+07  2.265188e+13  3.530042e+07  0.000000e+00
8.617524161e-04  3.549319e+07  -1.501728e+13  3.549319e+07  0.000000e+00
8.617836877e-04  3.436119e+07  -4.071227e+13  3.436119e+07  0.000000e+00
8.618149593e-04  3.294691e+07  -3.129937e+13  3.294691e+07  0.000000e+00
8.618462310e-04  3.240362e+07  -2.605923e+12  3.240362e+07  0.000000e+00
8.618775026e-04  3.278393e+07  1.345428e+13  3.278393e+07  0.000000e+00
8.619087742e-04  3.324510e+07  7.069417e+12  3.324510e+07  0.000000e+00
8.619400459e-04  3.322608e+07  -3.583054e+12  3.322608e+07  0.000000e+00
8.619713175e-04  3.302100e+07  -1.549360e+12  3.302100e+07  0.000000e+00
8.620025891e-04  3.312917e+07  6.455203e+12  3.312917e+07  0.000000e+00
8.620338608e-04  3.342473e+07  3.454219e+12  3.342473e+07  0.000000e+00
8.620651324e-04  3.334521e+07  -9.753494e+12  3.334521e+07  0.000000e+00
8.620964040e-04  3.281472e+07  -1.275229e+13  3.281472e+07  0.000000e+00
8.621276757e-04  3.254764e+07  5.982875e+12  3.254764e+07  0.000000e+00
8.621589473e-04  3.318890e+07  2.903992e+13  3.318890e+07  0.000000e+00
8.621902189e-04  3.436389e+07  2.820154e+13  3.436389e+07  0.000000e+00
8.622214906e-04  3.495272e+07  1.711988e+11  3.495272e+07  0.000000e+00
8.622527622e-04  3.437460e+07  -2.609334e+13  3.437460e+07  0.000000e+00
8.622840338e-04  3.332076e+07  -2.225973e+13  3.332076e+07  0.000000e+00
8.623153055e-04  3.298240e+07  5.538434e+12  3.298240e+07  0.000000e+00
8.623465771e-04  3.366715e+07  2.372984e+13  3.366715e+07  0.000000e+00
8.623778487e-04  3.446655e+07  1.106273e+13  3.446655e+07  0.000000e+00
8.624091204e-04  3.435905e+07  -1.704226e+13  3.435905e+07  0.000000e+00
8.624403920e-04  3.340067e+07  -2.812849e+13  3.340067e+07  0.000000e+00
8.624716636e-04  3.259980e+07  -1.114858e+13  3.259980e+07  0.000000e+00
8.625029353e-04  3.270340e+07  1.264992e+13  3.270340e+07  0.000000e+00
8.625342069e-04  3.339097e+07  1.715758e+13  3.339097e+07  0.000000e+00
8.625654785e-04  3.377649e+07  1.751034e+12  3.377649e+07  0.000000e+00
8.625967502e-04  3.350048e+07  -1.128047e+13  3.350048e+07  0.000000e+00
8.626280218e-04  3.307097e+07  -5.754928e+12  3.307097e+07  0.000000e+00
8.626592935e-04  3.314055e+07  1.005507e+13  3.314055e+07  0.000000e+00
8.626905651e-04  3.369985e+07  1.618322e+13  3.369985e+07  0.000000e+00
8.627218367e-04  3.415270e+07  6.007141e+12  3.415270e+07  0.000000e+00
8.627531084e-04  3.407556e+07  -7.614293e+12  3.407556e+07  0.000000e+00
8.627843800e-04  3.367648e+07  -9.929159e+12  3.367648e+07  0.000000e+00
8.628156516e-04  3.345456e+07  -1.596987e+12  3.345456e+07  0.000000e+00
8.628469233e-04  3.357660e+07  4.690380e+12  3.357660e+07  0.000000e+00
8.628781949e-04  3.374791e+07  1.177300e+12  3.374791e+07  0.000000e+00
8.629094665e-04  3.365023e+07  -6.598598e+12  3.365023e+07  0.000000e+00
8.629407382e-04  3.333521e+07  -8.583332e+12  3.333521e+07  0.000000e+00
8.629720098e-04  3.311340e+07  -2.857185e+12  3.311340e+07  0.000000e+00
8.630032814e-04  3.315651e+07  3.555459e+12  3.315651e+07  0.000000e+00
8.630345531e-04  3.333577e+07  4.645563e+12  3.333577e+07  0.000000e+00
8.630658247e-04  3.344706e+07  2.349974e+12  3.344706e+07  0.000000e+00
8.630970963e-04  3.348275e+07  2.598229e+12  3.348275e+07  0.000000e+00
8.631283680e-04  3.360956e+07  6.951227e+12  3.360956e+07  0.000000e+00
8.631596396e-04  3.391750e+07  1.053086e+13  3.391750e+07  0.000000e+00
8.631909112e-04  3.426820e+07  7.928768e+12  3.426820e+07  0.000000e+00
8.632221829e-04  3.441339e+07  -5.492108e+11  3.441339e+07  0.000000e+00
