# t(s)   rho_eff(J)   power(W)   rho_I(J)   rho_N(J)
8.490248611e-05  3.482598e+07  -4.858690e+11  3.482598e+07  0.000000e+00
8.493375774e-05  3.524384e+07  2.105819e+13  3.524384e+07  0.000000e+00
8.496502937e-05  3.614302e+07  2.404974e+13  3.614302e+07  0.000000e+00
8.499630101e-05  3.674799e+07  7.599825e+12  3.674799e+07  0.000000e+00
8.502757264e-05  3.661834e+07  -1.191378e+13  3.661834e+07  0.000000e+00
8.505884428e-05  3.600286e+07  -1.716949e+13  3.600286e+07  0.000000e+00
8.509011591e-05  3.554451e+07  -5.001324e+12  3.554451e+07  0.000000e+00
8.512138754e-05  3.569006e+07  1.310802e+13  3.569006e+07  0.000000e+00
8.515265918e-05  3.636432e+07  2.293438e+13  3.636432e+07  0.000000e+00
8.518393081e-05  3.712445e+07  1.895041e+13  3.712445e+07  0.000000e+00
8.521520245e-05  3.754954e+07  6.017086e+12  3.754954e+07  0.000000e+00
8.524647408e-05  3.750078e+07  -6.877893e+12  3.750078e+07  0.000000e+00
8.527774571e-05  3.711938e+07  -1.324796e+13  3.711938e+07  0.000000e+00
8.530901735e-05  3.667221e+07  -1.179038e+13  3.667221e+07  0.000000e+00
8.534028898e-05  3.638197e+07  -6.016586e+12  3.638197e+07  0.000000e+00
8.537156061e-05  3.629592e+07  -2.196753e+12  3.629592e+07  0.000000e+00
8.540283225e-05  3.624458e+07  -5.124309e+12  3.624458e+07  0.000000e+00
8.543410388e-05  3.597542e+07  -1.299354e+13  3.597542e+07  0.000000e+00
8.546537552e-05  3.543192e+07  -1.684746e+13  3.543192e+07  0.000000e+00
8.549664715e-05  3.492173e+07  -8.458589e+12  3.492173e+07  0.000000e+00
8.552791878e-05  3.490289e+07  9.106396e+12  3.490289e+07  0.000000e+00
8.555919042e-05  3.549127e+07  2.088229e+13  3.549127e+07  0.000000e+00
8.559046205e-05  3.620894e+07  1.415867e+13  3.620894e+07  0.000000e+00
8.562173369e-05  3.637680e+07  -5.540118e+12  3.637680e+07  0.000000e+00
8.565300532e-05  3.586244e+07  -1.628073e+13  3.586244e+07  0.000000e+00
8.568427695e-05  3.535855e+07  -2.038973e+12  3.535855e+07  0.000000e+00
8.571554859e-05  3.573492e+07  2.687227e+13  3.573492e+07  0.000000e+00
8.574682022e-05  3.703923e+07  4.051574e+13  3.703923e+07  0.000000e+00
8.577809186e-05  3.826890e+07  2.039789e+13  3.826890e+07  0.000000e+00
8.580936349e-05  3.831498e+07  -1.790236e+13  3.831498e+07  0.000000e+00
8.584063512e-05  3.714923e+07  -3.839200e+13  3.714923e+07  0.000000e+00
8.587190676e-05  3.591382e+07  -2.299335e+13  3.591382e+07  0.000000e+00
8.590317839e-05  3.571115e+07  7.737634e+12  3.571115e+07  0.000000e+00
8.593445003e-05  3.639776e+07  1.717689e+13  3.639776e+07  0.000000e+00
8.596572166e-05  3.678545e+07  -5.006822e+12  3.678545e+07  0.000000e+00
8.599699329e-05  3.608462e+07  -2.967509e+13  3.608462e+07  0.000000e+00
8.602826493e-05  3.492947e+07  -2.188446e+13  3.492947e+07  0.000000e+00
8.605953656e-05  3.471589e+07  1.608803e+13  3.471589e+07  0.000000e+00
8.609080820e-05  3.593567e+07  4.385170e+13  3.593567e+07  0.000000e+00
8.612207983e-05  3.745852e+07  2.833257e+13  3.745852e+07  0.000000e+00
8.615335146e-05  3.770768e+07  -1.600311e+13  3.770768e+07  0.000000e+00
8.618462310e-05  3.645763e+07  -4.084748e+13  3.645763e+07  0.000000e+00
8.621589473e-05  3.515295e+07  -1.865078e+13  3.515295e+07  0.000000e+00
8.624716636e-05  3.529115e+07  2.454813e+13  3.529115e+07  0.000000e+00
8.627843800e-05  3.668827e+07  3.785700e+13  3.668827e+07  0.000000e+00
8.630970963e-05  3.765885e+07  4.211447e+12  3.765885e+07  0.000000e+00
8.634098127e-05  3.695167e+07  -3.907682e+13  3.695167e+07  0.000000e+00
8.637225290e-05  3.521486e+07  -4.272561e+13  3.521486e+07  0.000000e+00
8.640352453e-05  3.427947e+07  -2.038040e+12  3.427947e+07  0.000000e+00
8.643479617e-05  3.508739e+07  3.821955e+13  3.508739e+07  0.000000e+00
8.646606780e-05  3.666984e+07  3.587874e+13  3.666984e+07  0.000000e+00
8.649733944e-05  3.733137e+07  -1.114931e+12  3.733137e+07  0.000000e+00
8.652861107e-05  3.660011e+07  -2.686793e+13  3.660011e+07  0.000000e+00
8.655988270e-05  3.565096e+07  -1.307785e+13  3.565096e+07  0.000000e+00
8.659115434e-05  3.578218e+07  1.907070e+13  3.578218e+07  0.000000e+00
8.662242597e-05  3.684370e+07  2.742423e+13  3.684370e+07  0.000000e+00
8.665369761e-05  3.749738e+07  1.177058e+12  3.749738e+07  0.000000e+00
8.668496924e-05  3.691732e+07  -2.697386e+13  3.691732e+07  0.000000e+00
8.671624087e-05  3.581035e+07  -2.218898e+13  3.581035e+07  0.000000e+00
8.674751251e-05  3.552955e+07  9.621459e+12  3.552955e+07  0.000000e+00
8.677878414e-05  3.641210e+07  2.966753e+13  3.641210e+07  0.000000e+00
8.681005578e-05  3.738505e+07  1.384373e+13  3.738505e+07  0.000000e+00
8.684132741e-05  3.727794e+07  -1.901093e+13  3.727794e+07  0.000000e+00
8.687259904e-05  3.619605e+07  -3.152509e+13  3.619605e+07  0.000000e+00
8.690387068e-05  3.530625e+07  -1.283879e+13  3.530625e+07  0.000000e+00
8.693514231e-05  3.539307e+07  1.128422e+13  3.539307e+07  0.000000e+00
8.696641394e-05  3.601201e+07  1.314288e+13  3.601201e+07  0.000000e+00
8.699768558e-05  3.621507e+07  -3.173808e+12  3.621507e+07  0.000000e+00
8.702895721e-05  3.581351e+07  -1.080881e+13  3.581351e+07  0.000000e+00
8.706022885e-05  3.553905e+07  2.427093e+12  3.553905e+07  0.000000e+00
8.709150048e-05  3.596530e+07  1.804870e+13  3.596530e+07  0.000000e+00
8.712277211e-05  3.666787e+07  1.262338e+13  3.666787e+07  0.000000e+00
8.715404375e-05  3.675481e+07  -9.445763e+12  3.675481e+07  0.000000e+00
8.718531538e-05  3.607710e+07  -1.983771e+13  3.607710e+07  0.000000e+00
8.721658702e-05  3.551410e+07  -2.669799e+12  3.551410e+07  0.000000e+00
8.724785865e-05  3.591012e+07  2.356274e+13  3.591012e+07  0.000000e+00
8.727913028e-05  3.698779e+07  2.739476e+13  3.698779e+07  0.000000e+00
8.731040192e-05  3.762348e+07  2.779757e+12  3.762348e+07  0.000000e+00
8.734167355e-05  3.716164e+07  -2.355186e+13  3.716164e+07  0.000000e+00
8.737294519e-05  3.615047e+07  -2.441650e+13  3.615047e+07  0.000000e+00
8.740421682e-05  3.563455e+07  -3.338333e+12  3.563455e+07  0.000000e+00
8.743548845e-05  3.594168e+07  1.310315e+13  3.594168e+07  0.000000e+00
8.746676009e-05  3.645407e+07  9.271071e+12  3.645407e+07  0.000000e+00
8.749803172e-05  3.652153e+07  -3.358601e+12  3.652153e+07  0.000000e+00
8.752930336e-05  3.624401e+07  -5.898898e+12  3.624401e+07  0.000000e+00
8.756057499e-05  3.615259e+07  1.767002e+12  3.615259e+07  0.000000e+00
8.759184662e-05  3.635452e+07  3.744509e+12  3.635452e+07  0.000000e+00
8.762311826e-05  3.638678e+07  -6.201476e+12  3.638678e+07  0.000000e+00
8.765438989e-05  3.596666e+07  -1.375038e+13  3.596666e+07  0.000000e+00
8.768566153e-05  3.552679e+07  -4.398482e+12  3.552679e+07  0.000000e+00
8.771693316e-05  3.569157e+07  1.323949e+13  3.569157e+07  0.000000e+00
8.774820479e-05  3.635483e+07  1.578375e+13  3.635483e+07  0.000000e+00
8.777947643e-05  3.667874e+07  -3.200028e+12  3.667874e+07  0.000000e+00
8.781074806e-05  3.615469e+07  -2.099904e+13  3.615469e+07  0.000000e+00
8.784201969e-05  3.536539e+07  -1.298319e+13  3.536539e+07  0.000000e+00
8.787329133e-05  3.534268e+07  1.390441e+13  3.534268e+07  0.000000e+00
8.790456296e-05  3.623501e+07  2.680885e+13  3.623501e+07  0.000000e+00
8.793583460e-05  3.701939e+07  8.265889e+12  3.701939e+07  0.000000e+00
8.796710623e-05  3.675199e+07  -1.898830e+13  3.675199e+07  0.000000e+00
8.799837786e-05  3.583180e+07  -1.847699e+13  3.583180e+07  0.000000e+00
8.802964950e-05  3.559638e+07  1.276281e+13  3.559638e+07  0.000000e+00
8.806092113e-05  3.663003e+07  3.661230e+13  3.663003e+07  0.000000e+00
8.809219277e-05  3.788623e+07  1.923744e+13  3.788623e+07  0.000000e+00
8.812346440e-05  3.783320e+07  -2.502717e+13  3.783320e+07  0.000000e+00
8.815473603e-05  3.632095e+07  -4.727663e+13  3.632095e+07  0.000000e+00
8.818600767e-05  3.487637e+07  -2.130936e+13  3.487637e+07  0.000000e+00
8.821727930e-05  3.498819e+07  2.443497e+13  3.498819e+07  0.000000e+00
8.824855094e-05  3.640461e+07  3.975354e+13  3.640461e+07  0.000000e+00
8.827982257e-05  3.747451e+07  1.094046e+13  3.747451e+07  0.000000e+00
8.831109420e-05  3.708886e+07  -2.554428e+13  3.708886e+07  0.000000e+00
8.834236584e-05  3.587689e+07  -2.859956e+13  3.587689e+07  0.000000e+00
8.837363747e-05  3.530015e+07  -9.916468e+10  3.530015e+07  0.000000e+00
8.840490911e-05  3.587069e+07  2.205082e+13  3.587069e+07  0.000000e+00
8.843618074e-05  3.667928e+07  1.277888e+13  3.667928e+07  0.000000e+00
8.846745237e-05  3.666992e+07  -1.175217e+13  3.666992e+07  0.000000e+00
8.849872401e-05  3.594426e+07  -1.869061e+13  3.594426e+07  0.000000e+00
8.852999564e-05  3.550095e+07  -8.281351e+11  3.550095e+07  0.000000e+00
8.856126728e-05  3.589247e+07  1.726425e+13  3.589247e+07  0.000000e+00
8.859253891e-05  3.658071e+07  1.331876e+13  3.658071e+07  0.000000e+00
8.862381054e-05  3.672547e+07  -5.085114e+12  3.672547e+07  0.000000e+00
8.865508218e-05  3.626267e+07  -1.354584e+13  3.626267e+07  0.000000e+00
8.868635381e-05  3.587827e+07  -3.504243e+12  3.587827e+07  0.000000e+00
8.871762544e-05  3.604350e+07  9.480105e+12  3.604350e+07  0.000000e+00
8.874889708e-05  3.647118e+07  9.611056e+12  3.647118e+07  0.000000e+00
8.878016871e-05  3.664461e+07  1.352118e+12  3.664461e+07  0.000000e+00
8.881144035e-05  3.655575e+07  -1.006717e+12  3.655575e+07  0.000000e+00
8.884271198e-05  3.658165e+07  3.061201e+12  3.658165e+07  0.000000e+00
8.887398361e-05  3.674721e+07  -4.864826e+11  3.674721e+07  0.000000e+00
8.890525525e-05  3.655122e+07  -1.636435e+13  3.655122e+07  0.000000e+00
8.893652688e-05  3.572373e+07  -2.704552e+13  3.572373e+07  0.000000e+00
8.896779852e-05  3.485970e+07  -1.330309e+13  3.485970e+07  0.000000e+00
8.899907015e-05  3.489171e+07  1.700649e+13  3.489171e+07  0.000000e+00
8.903034178e-05  3.592335e+07  3.288306e+13  3.592335e+07  0.000000e+00
8.906161342e-05  3.694832e+07  1.648085e+13  3.694832e+07  0.000000e+00
8.909288505e-05  3.695411e+07  -1.352547e+13  3.695411e+07  0.000000e+00
8.912415669e-05  3.610239e+07  -2.334440e+13  3.610239e+07  0.000000e+00
8.915542832e-05  3.549408e+07  -4.795887e+12  3.549408e+07  0.000000e+00
8.918669995e-05  3.580244e+07  1.627960e+13  3.580244e+07  0.000000e+00
8.921797159e-05  3.651226e+07  1.446639e+13  3.651226e+07  0.000000e+00
8.924924322e-05  3.670722e+07  -3.090530e+12  3.670722e+07  0.000000e+00
8.928051486e-05  3.631897e+07  -8.727335e+12  3.631897e+07  0.000000e+00
8.931178649e-05  3.616138e+07  6.393084e+12  3.616138e+07  0.000000e+00
8.934305812e-05  3.671881e+07  1.911059e+13  3.671881e+07  0.000000e+00
8.937432976e-05  3.735662e+07  5.949906e+12  3.735662e+07  0.000000e+00
8.940560139e-05  3.709094e+07  -2.238178e+13  3.709094e+07  0.000000e+00
8.943687303e-05  3.595679e+07  -3.124734e+13  3.595679e+07  0.000000e+00
8.946814466e-05  3.513663e+07  -6.141941e+12  3.513663e+07  0.000000e+00
8.949941629e-05  3.557266e+07  2.630816e+13  3.557266e+07  0.000000e+00
8.953068793e-05  3.678202e+07  2.915423e+13  3.678202e+07  0.000000e+00
8.956195956e-05  3.739606e+07  -1.403524e+11  3.739606e+07  0.000000e+00
8.959323119e-05  3.677325e+07  -2.728177e+13  3.677325e+07  0.000000e+00
8.962450283e-05  3.568977e+07  -2.333113e+13  3.568977e+07  0.000000e+00
8.965577446e-05  3.531404e+07  2.258404e+12  3.531404e+07  0.000000e+00
8.968704610e-05  3.583101e+07  1.758276e+13  3.583101e+07  0.000000e+00
8.971831773e-05  3.641372e+07  9.289858e+12  3.641372e+07  0.000000e+00
8.974958936e-05  3.641203e+07  -4.833756e+12  3.641203e+07  0.000000e+00
8.978086100e-05  3.611140e+07  -4.221104e+12  3.611140e+07  0.000000e+00
8.981213263e-05  3.614803e+07  6.748087e+12  3.614803e+07  0.000000e+00
8.984340427e-05  3.653345e+07  8.546261e+12  3.653345e+07  0.000000e+00
8.987467590e-05  3.668254e+07  -3.120402e+12  3.668254e+07  0.000000e+00
8.990594753e-05  3.633829e+07  -1.087956e+13  3.633829e+07  0.000000e+00
8.993721917e-05  3.600210e+07  -2.080040e+12  3.600210e+07  0.000000e+00
8.996849080e-05  3.620820e+07  1.078863e+13  3.620820e+07  0.000000e+00
8.999976244e-05  3.667685e+07  6.560101e+12  3.667685e+07  0.000000e+00
9.003103407e-05  3.661849e+07  -1.325683e+13  3.661849e+07  0.000000e+00
9.006230570e-05  3.584773e+07  -2.351794e+13  3.584773e+07  0.000000e+00
9.009357734e-05  3.514760e+07  -9.007422e+12  3.514760e+07  0.000000e+00
9.012484897e-05  3.528437e+07  1.316650e+13  3.528437e+07  0.000000e+00
9.015612061e-05  3.597108e+07  1.549562e+13  3.597108e+07  0.000000e+00
9.018739224e-05  3.625352e+07  -1.658885e+12  3.625352e+07  0.000000e+00
9.021866387e-05  3.586732e+07  -9.202538e+12  3.586732e+07  0.000000e+00
9.024993551e-05  3.567796e+07  9.529058e+12  3.567796e+07  0.000000e+00
9.028120714e-05  3.646330e+07  3.114680e+13  3.646330e+07  0.000000e+00
9.031247877e-05  3.762599e+07  2.023772e+13  3.762599e+07  0.000000e+00
9.034375041e-05  3.772904e+07  -1.986254e+13  3.772904e+07  0.000000e+00
9.037502204e-05  3.638372e+07  -4.323716e+13  3.638372e+07  0.000000e+00
9.040629368e-05  3.502484e+07  -1.709761e+13  3.502484e+07  0.000000e+00
9.043756531e-05  3.531438e+07  3.168137e+13  3.531438e+07  0.000000e+00
9.046883694e-05  3.700630e+07  4.384970e+13  3.700630e+07  0.000000e+00
9.050010858e-05  3.805688e+07  1.121970e+12  3.805688e+07  0.000000e+00
9.053138021e-05  3.707647e+07  -4.649101e+13  3.707647e+07  0.000000e+00
9.056265185e-05  3.514918e+07  -3.921834e+13  3.514918e+07  0.000000e+00
9.059392348e-05  3.462363e+07  1.703859e+13  3.462363e+07  0.000000e+00
9.062519511e-05  3.621483e+07  5.408254e+13  3.621483e+07  0.000000e+00
9.065646675e-05  3.800613e+07  2.399849e+13  3.800613e+07  0.000000e+00
9.068773838e-05  3.771578e+07  -3.965934e+13  3.771578e+07  0.000000e+00
9.071901002e-05  3.552570e+07  -6.008070e+13  3.552570e+07  0.000000e+00
9.075028165e-05  3.395813e+07  -1.056425e+13  3.395813e+07  0.000000e+00
9.078155328e-05  3.486498e+07  5.149371e+13  3.486498e+07  0.000000e+00
9.081282492e-05  3.717872e+07  5.305360e+13  3.717872e+07  0.000000e+00
9.084409655e-05  3.818312e+07  -6.705732e+12  3.818312e+07  0.000000e+00
9.087536819e-05  3.675932e+07  -5.629611e+13  3.675932e+07  0.000000e+00
9.090663982e-05  3.466218e+07  -3.882412e+13  3.466218e+07  0.000000e+00
9.093791145e-05  3.433113e+07  2.092051e+13  3.433113e+07  0.000000e+00
9.096918309e-05  3.597062e+07  4.968358e+13  3.597062e+07  0.000000e+00
9.100045472e-05  3.743850e+07  1.585768e+13  3.743850e+07  0.000000e+00
9.103172636e-05  3.696241e+07  -3.445573e+13  3.696241e+07  0.000000e+00
9.106299799e-05  3.528353e+07  -3.685091e+13  3.528353e+07  0.000000e+00
9.109426962e-05  3.465763e+07  1.221298e+13  3.465763e+07  0.000000e+00
9.112554126e-05  3.604737e+07  5.282359e+13  3.604737e+07  0.000000e+00
9.115681289e-05  3.796139e+07  3.545126e+13  3.796139e+07  0.000000e+00
9.118808452e-05  3.826461e+07  -2.044849e+13  3.826461e+07  0.000000e+00
9.121935616e-05  3.668248e+07  -5.167875e+13  3.668248e+07  0.000000e+00
9.125062779e-05  3.503245e+07  -2.593226e+13  3.503245e+07  0.000000e+00
9.128189943e-05  3.506059e+07  2.397737e+13  3.506059e+07  0.000000e+00
9.131317106e-05  3.653207e+07  4.212889e+13  3.653207e+07  0.000000e+00
9.134444269e-05  3.769547e+07  1.297009e+13  3.769547e+07  0.000000e+00
9.137571433e-05  3.734326e+07  -2.699923e+13  3.734326e+07  0.000000e+00
9.140698596e-05  3.600685e+07  -3.554213e+13  3.600685e+07  0.000000e+00
9.143825760e-05  3.512034e+07  -9.886242e+12  3.512034e+07  0.000000e+00
9.146952923e-05  3.538853e+07  1.785756e+13  3.538853e+07  0.000000e+00
9.150080086e-05  3.623721e+07  2.086710e+13  3.623721e+07  0.000000e+00
9.153207250e-05  3.669363e+07  3.359955e+12  3.669363e+07  0.000000e+00
9.156334413e-05  3.644736e+07  -1.181992e+13  3.644736e+07  0.000000e+00
9.159461577e-05  3.595437e+07  -1.108719e+13  3.595437e+07  0.000000e+00
9.162588740e-05  3.575393e+07  -2.896520e+11  3.575393e+07  0.000000e+00
9.165715903e-05  3.593625e+07  7.680401e+12  3.593625e+07  0.000000e+00
9.168843067e-05  3.623428e+07  7.402431e+12  3.623428e+07  0.000000e+00
9.171970230e-05  3.639923e+07  2.234398e+12  3.639923e+07  0.000000e+00
9.175097394e-05  3.637403e+07  -2.886072e+12  3.637403e+07  0.000000e+00
9.178224557e-05  3.621872e+07  -5.623385e+12  3.621872e+07  0.000000e+00
9.181351720e-05  3.602233e+07  -5.306257e+12  3.602233e+07  0.000000e+00
9.184478884e-05  3.588685e+07  -2.114945e+12  3.588685e+07  0.000000e+00
9.187606047e-05  3.589005e+07  2.178299e+12  3.589005e+07  0.000000e+00
9.190733211e-05  3.602309e+07  5.288498e+12  3.602309e+07  0.000000e+00
9.193860374e-05  3.622081e+07  7.213740e+12  3.622081e+07  0.000000e+00
9.196987537e-05  3.647426e+07  9.794589e+12  3.647426e+07  0.000000e+00
9.200114701e-05  3.683340e+07  1.214360e+13  3.683340e+07  0.000000e+00
9.203241864e-05  3.723376e+07  9.022087e+12  3.723376e+07  0.000000e+00
9.206369027e-05  3.739767e+07  -2.772258e+12  3.739767e+07  0.000000e+00
9.209496191e-05  3.706037e+07  -1.697562e+13  3.706037e+07  0.000000e+00
9.212623354e-05  3.633596e+07  -2.120231e+13  3.633596e+07  0.000000e+00
9.215750518e-05  3.573431e+07  -1.042396e+13  3.573431e+07  0.000000e+00
9.218877681e-05  3.568401e+07  5.211312e+12  3.568401e+07  0.000000e+00
9.222004844e-05  3.606025e+07  9.966412e+12  3.606025e+07  0.000000e+00
9.225132008e-05  3.630734e+07  4.853919e+10  3.630734e+07  0.000000e+00
9.228259171e-05  3.606328e+07  -1.198105e+13  3.606328e+07  0.000000e+00
9.231386335e-05  3.555801e+07  -1.206781e+13  3.555801e+07  0.000000e+00
9.234513498e-05  3.530852e+07  -9.157147e+11  3.530852e+07  0.000000e+00
9.237640661e-05  3.550073e+07  8.335090e+12  3.550073e+07  0.000000e+00
9.240767825e-05  3.582982e+07  7.405215e+12  3.582982e+07  0.000000e+00
9.243894988e-05  3.596388e+07  2.449952e+12  3.596388e+07  0.000000e+00
9.247022152e-05  3.598305e+07  3.771873e+12  3.598305e+07  0.000000e+00
9.250149315e-05  3.619978e+07  1.020330e+13  3.619978e+07  0.000000e+00
9.253276478e-05  3.662120e+07  1.006391e+13  3.662120e+07  0.000000e+00
9.256403642e-05  3.682921e+07  -1.784618e+12  3.682921e+07  0.000000e+00
9.259530805e-05  3.650958e+07  -1.401386e+13  3.650958e+07  0.000000e+00
9.262657969e-05  3.595274e+07  -1.126040e+13  3.595274e+07  0.000000e+00
9.265785132e-05  3.580532e+07  5.536693e+12  3.580532e+07  0.000000e+00
9.268912295e-05  3.629902e+07  1.777281e+13  3.629902e+07  0.000000e+00
9.272039459e-05  3.691689e+07  1.083186e+13  3.691689e+07  0.000000e+00
9.275166622e-05  3.697648e+07  -7.289288e+12  3.697648e+07  0.000000e+00
9.278293785e-05  3.646100e+07  -1.454902e+13  3.646100e+07  0.000000e+00
9.281420949e-05  3.606654e+07  -1.523595e+12  3.606654e+07  0.000000e+00
9.284548112e-05  3.636570e+07  1.626786e+13  3.636570e+07  0.000000e+00
9.287675276e-05  3.708399e+07  1.612812e+13  3.708399e+07  0.000000e+00
9.290802439e-05  3.737441e+07  -4.941557e+12  3.737441e+07  0.000000e+00
9.293929602e-05  3.677493e+07  -2.646050e+13  3.677493e+07  0.000000e+00
9.297056766e-05  3.571948e+07  -2.782676e+13  3.571948e+07  0.000000e+00
9.300183929e-05  3.503455e+07  -1.043026e+13  3.503455e+07  0.000000e+00
9.303311093e-05  3.506714e+07  6.829890e+12  3.506714e+07  0.000000e+00
9.306438256e-05  3.546171e+07  1.069169e+13  3.546171e+07  0.000000e+00
9.309565419e-05  3.573583e+07  6.130809e+12  3.573583e+07  0.000000e+00
9.312692583e-05  3.584515e+07  5.183126e+12  3.584515e+07  0.000000e+00
9.315819746e-05  3.606000e+07  9.476694e+12  3.606000e+07  0.000000e+00
9.318946910e-05  3.643786e+07  9.830796e+12  3.643786e+07  0.000000e+00
9.322074073e-05  3.667485e+07  1.651302e+12  3.667485e+07  0.000000e+00
9.325201236e-05  3.654113e+07  -6.433690e+12  3.654113e+07  0.000000e+00
9.328328400e-05  3.627247e+07  -3.323066e+12  3.627247e+07  0.000000e+00
9.331455563e-05  3.633330e+07  8.730202e+12  3.633330e+07  0.000000e+00
9.334582727e-05  3.681849e+07  1.503907e+13  3.681849e+07  0.000000e+00
9.337709890e-05  3.727389e+07  6.030163e+12  3.727389e+07  0.000000e+00
9.340837053e-05  3.719563e+07  -1.083442e+13  3.719563e+07  0.000000e+00
9.343964217e-05  3.659627e+07  -1.993748e+13  3.659627e+07  0.000000e+00
9.347091380e-05  3.594868e+07  -1.552525e+13  3.594868e+07  0.000000e+00
9.350218544e-05  3.562527e+07  -6.073122e+12  3.562527e+07  0.000000e+00
9.353345707e-05  3.556884e+07  -1.028489e+12  3.556884e+07  0.000000e+00
9.356472870e-05  3.556095e+07  9.505575e+11  3.556095e+07  0.000000e+00
9.359600034e-05  3.562829e+07  6.651263e+12  3.562829e+07  0.000000e+00
9.362727197e-05  3.597694e+07  1.487941e+13  3.597694e+07  0.000000e+00
9.365854360e-05  3.655890e+07  1.548916e+13  3.655890e+07  0.000000e+00
9.368981524e-05  3.694568e+07  3.592016e+12  3.694568e+07  0.000000e+00
9.372108687e-05  3.678356e+07  -1.096236e+13  3.678356e+07  0.000000e+00
9.375235851e-05  3.626006e+07  -1.395052e+13  3.626006e+07  0.000000e+00
9.378363014e-05  3.591105e+07  -4.853373e+12  3.591105e+07  0.000000e+00
9.381490177e-05  3.595651e+07  1.991702e+12  3.595651e+07  0.000000e+00
9.384617341e-05  3.603561e+07  -3.540449e+12  3.603561e+07  0.000000e+00
9.387744504e-05  3.573508e+07  -1.283975e+13  3.573508e+07  0.000000e+00
9.390871668e-05  3.523257e+07  -9.281345e+12  3.523257e+07  0.000000e+00
9.393998831e-05  3.515460e+07  8.482393e+12  3.515460e+07  0.000000e+00
9.397125994e-05  3.576309e+07  2.207314e+13  3.576309e+07  0.000000e+00
9.400253158e-05  3.653512e+07  1.596196e+13  3.653512e+07  0.000000e+00
9.403380321e-05  3.676140e+07  -1.466144e+12  3.676140e+07  0.000000e+00
9.406507485e-05  3.644343e+07  -7.496267e+12  3.644343e+07  0.000000e+00
9.409634648e-05  3.629256e+07  5.098499e+12  3.629256e+07  0.000000e+00
9.412761811e-05  3.676230e+07  1.721586e+13  3.676230e+07  0.000000e+00
9.415888975e-05  3.736930e+07  8.225487e+12  3.736930e+07  0.000000e+00
9.419016138e-05  3.727675e+07  -1.451463e+13  3.727675e+07  0.000000e+00
9.422143302e-05  3.646151e+07  -2.201616e+13  3.646151e+07  0.000000e+00
9.425270465e-05  3.589979e+07  -1.349520e+12  3.589979e+07  0.000000e+00
9.428397628e-05  3.637710e+07  2.350379e+13  3.637710e+07  0.000000e+00
9.431524792e-05  3.736979e+07  1.840308e+13  3.736979e+07  0.000000e+00
9.434651955e-05  3.752809e+07  -1.674966e+13  3.752809e+07  0.000000e+00
9.437779119e-05  3.632221e+07  -4.324525e+13  3.632221e+07  0.000000e+00
9.440906282e-05  3.482339e+07  -2.874488e+13  3.482339e+07  0.000000e+00
9.444033445e-05  3.452441e+07  1.160736e+13  3.452441e+07  0.000000e+00
9.447160609e-05  3.554935e+07  3.134049e+13  3.554935e+07  0.000000e+00
9.450287772e-05  3.648455e+07  9.215436e+12  3.648455e+07  0.000000e+00
9.453414935e-05  3.612572e+07  -2.365860e+13  3.612572e+07  0.000000e+00
9.456542099e-05  3.500487e+07  -2.212992e+13  3.500487e+07  0.000000e+00
9.459669262e-05  3.474164e+07  1.531022e+13  3.474164e+07  0.000000e+00
9.462796426e-05  3.596242e+07  4.255636e+13  3.596242e+07  0.000000e+00
9.465923589e-05  3.740325e+07  2.321861e+13  3.740325e+07  0.000000e+00
9.469050752e-05  3.741458e+07  -2.149812e+13  3.741458e+07  0.000000e+00
9.472177916e-05  3.605869e+07  -3.638444e+13  3.605869e+07  0.000000e+00
9.475305079e-05  3.513898e+07  -8.113223e+11  3.513898e+07  0.000000e+00
9.478432243e-05  3.600795e+07  4.281824e+13  3.600795e+07  0.000000e+00
9.481559406e-05  3.781698e+07  3.881252e+13  3.781698e+07  0.000000e+00
9.484686569e-05  3.843541e+07  -1.291948e+13  3.843541e+07  0.000000e+00
9.487813733e-05  3.700895e+07  -5.414006e+13  3.700895e+07  0.000000e+00
9.490940896e-05  3.504931e+07  -3.727130e+13  3.504931e+07  0.000000e+00
9.494068060e-05  3.467788e+07  1.705358e+13  3.467788e+07  0.000000e+00
9.497195223e-05  3.611590e+07  4.442223e+13  3.611590e+07  0.000000e+00
9.500322386e-05  3.745619e+07  1.386187e+13  3.745619e+07  0.000000e+00
9.503449550e-05  3.698287e+07  -3.580458e+13  3.698287e+07  0.000000e+00
9.506576713e-05  3.521686e+07  -4.392106e+13  3.521686e+07  0.000000e+00
9.509703877e-05  3.423590e+07  -9.489706e+11  3.423590e+07  0.000000e+00
9.512831040e-05  3.515750e+07  4.198835e+13  3.515750e+07  0.000000e+00
9.515958203e-05  3.686199e+07  3.639019e+13  3.686199e+07  0.000000e+00
9.519085367e-05  3.743347e+07  -6.387647e+12  3.743347e+07  0.000000e+00
9.522212530e-05  3.646249e+07  -3.249137e+13  3.646249e+07  0.000000e+00
9.525339694e-05  3.540135e+07  -1.278817e+13  3.540135e+07  0.000000e+00
9.528466857e-05  3.566267e+07  2.410158e+13  3.566267e+07  0.000000e+00
9.531594020e-05  3.690874e+07  3.105227e+13  3.690874e+07  0.000000e+00
9.534721184e-05  3.760478e+07  1.555607e+12  3.760478e+07  0.000000e+00
9.537848347e-05  3.700603e+07  -2.534957e+13  3.700603e+07  0.000000e+00
